dax_customer_id,web_customer_id,dax_customer_created_utctime
Expected Records,10,2/27/14 7:01:27 PM
50090585,40760683,2/27/14 7:01:27 PM
50183112,40763220,2/27/14 7:01:27 PM
50197340,40763713,2/27/14 7:01:27 PM
50217271,40762417,2/27/14 7:01:27 PM
50326083,40764226,2/27/14 7:01:27 PM
50372595,40762676,2/27/14 7:01:27 PM
50408249,40761463,2/27/14 7:01:27 PM
50518845,40763687,2/27/14 7:01:27 PM
50577771,40764435,2/27/14 7:01:27 PM
50789930,40764172,2/27/14 7:01:27 PM
