accountnum,mergeto_account
Expected Records,65708
50394559,50367396
50394563,41571767
50394566,42285206
50394569,41705357
50394578,82077
50394582,50180387
50394584,41839057
50394586,40136785
50394590,41505131
50394598,42389386
50394600,41818025
50394601,41109457
50394602,41919846
50394607,40801657
50394618,50037249
50394620,41788548
50394637,50317272
50394644,50367297
50394645,41861626
50394661,50233788
50394674,41673166
50394683,40933694
50394692,40680338
50394698,42036331
50394719,50394688
50394737,41082068
50394746,41289323
50394765,50008270
50394777,50394679
50394788,41441607
50394794,50310336
50394828,41748731
50394833,41994436
50394846,41296099
50394849,41328201
50394863,42211840
50394871,50110892
50394873,40818190
50394897,40736307
50394901,41007894
50394902,41821833
50394903,42287265
50394911,50391242
50394914,41278565
50394922,41685781
50394927,40811510
50394944,41541811
50394945,41784665
50394959,52501
50394969,50295743
50394993,42068664
50394994,42472424
50394998,50379998
50395003,41794935
50395010,40102373
50395014,40479854
50395018,40619010
50395022,40316038
50395025,40414797
50395039,42230510
50395041,41841872
50395044,41593013
50395048,40092051
50395053,42471761
50395054,42411882
50395083,42016561
50395090,41800218
50395098,42264351
50395102,42200922
50395105,50252822
50395110,41450971
50395115,50324126
50395118,40862591
50395134,50273925
50395141,40934729
50395175,41483237
50395179,42178876
50395195,40496572
50395197,41299331
50395199,41486796
50395203,42427788
50395208,42020439
50395216,42152384
50395217,41632417
50395219,41621282
50395223,42139250
50395251,40143566
50395272,42326182
50395274,41134918
50395279,42230725
50395283,42022295
50395296,41517895
50395314,42002507
50395318,41545154
50395323,41828073
50395324,41537869
50395332,40247264
50395345,42141555
50395349,40868176
50395350,42396517
50395351,50277840
50395353,50297006
50395354,40338099
50395359,50019571
50395360,41836981
50395362,41597669
50395365,40468099
50395369,40470471
50395377,50226171
50395385,50372485
50395400,40761339
50395401,40634449
50395402,42458614
50395411,41862611
50395416,41503761
50395422,50250959
50395425,41573490
50395426,42137482
50395447,41385024
50395453,41055899
50395454,40222900
50395466,42173065
50395470,41301705
50395476,40882077
50395482,40178155
50395497,40934298
50395499,40660316
50395504,50238223
50395509,50293598
50395538,41408244
50395541,42153882
50395548,41511807
50395554,50316134
50395557,41412368
50395575,10145295
50395576,40470678
50395591,41501812
50395593,40568075
50395601,40840381
50395602,50082080
50395605,42058419
50395635,50395630
50395636,41126595
50395645,41639856
50395655,42473857
50395656,40968201
50395659,41593706
50395660,41948686
50395664,41024895
50395666,42053940
50395670,50131478
50395696,40979287
50395706,42150375
50395719,50228092
50395742,41578528
50395748,50355287
50395750,50548190
50395752,41129970
50395761,40530694
50395763,41633314
50395764,41865632
50395769,41501363
50395772,41198526
50395780,50377588
50395781,50234344
50395792,50083535
50395793,41599078
50395801,42469865
50395812,50357805
50395816,41887429
50395817,50389562
50395829,41164325
50395837,41086345
50395856,50134083
50395857,40231063
50395858,42177800
50395870,41027676
50395871,42479927
50395877,50022011
50395885,40153197
50395904,42477231
50395908,41146822
50395909,42266376
50395912,41351175
50395916,42005655
50395924,41312864
50395928,41327297
50395933,41119698
50395938,40487375
50395939,40976752
50395947,41719498
50395948,40866939
50395951,40494926
50395955,50369880
50395957,42414689
50395965,50116039
50395971,41570620
50395975,40325975
50395988,41966812
50395996,40703394
50396012,50226171
50396017,42115755
50396018,40963953
50396031,40981543
50396048,42320557
50396052,50375412
50396053,40933044
50396077,41874977
50396090,41019002
50396100,50323751
50396104,41127814
50396116,42285897
50396117,41702651
50396132,41379085
50396141,41584616
50396157,42078595
50396189,41210041
50396193,41684809
50396198,41014548
50396203,42294820
50396218,42136364
50396227,40335149
50396231,41497249
50396237,50239058
50396240,41374454
50396246,40805876
50396251,41135977
50396255,41180410
50396262,41885167
50396268,41599156
50396270,41067130
50396273,50322106
50396283,42390800
50396290,42192675
50396298,40617428
50396305,41867504
50396307,41355346
50396323,40580105
50396324,40057864
50396326,40845607
50396337,42097296
50396338,41782658
50396341,42478131
50396357,40850155
50396371,40437509
50396376,42200814
50396380,42207398
50396383,40954503
50396384,41503761
50396385,40062158
50396388,41529120
50396389,41939448
50396391,40555701
50396396,41791299
50396413,41451746
50396422,41154037
50396436,50336118
50396449,41752958
50396453,41814562
50396462,50152224
50396470,40901300
50396485,50123453
50396487,42349915
50396496,40330542
50396505,50259833
50396515,42483600
50396516,42291307
50396517,41319957
50396519,40552527
50396521,40675587
50396525,42139737
50396529,40874292
50396531,50355955
50396538,41579571
50396541,50384353
50396554,40594771
50396555,42285897
50396557,40734001
50396559,50136957
50396561,50187628
50396564,40439705
50396565,50261021
50396569,42228997
50396573,50383133
50396574,50298867
50396590,40161526
50396593,41286379
50396615,40689465
50396617,40123480
50396620,40351072
50396621,41536655
50396622,40617160
50396627,50062203
50396633,42454047
50396641,41578590
50396647,40570677
50396657,42040905
50396658,40895138
50396669,41503761
50396670,42142320
50396672,41272190
50396692,41315921
50396693,50366152
50396707,40678839
50396720,50064110
50396729,41981018
50396759,50367481
50396763,50341929
50396773,40227985
50396780,50093453
50396783,41341784
50396785,41034177
50396788,50381504
50396796,40009372
50396798,50364428
50396808,41647950
50396824,40448206
50396827,42142459
50396829,50002991
50396833,40618666
50396845,42320136
50396854,41619255
50396856,40699010
50396870,40913261
50396871,50379414
50396873,41287000
50396876,42262729
50396879,40755456
50396881,40867674
50396882,40443173
50396887,42178380
50396889,41370177
50396900,40629563
50396900,50396900
50396907,50331732
50396912,44266
50396916,40520309
50396926,42349566
50396927,40025903
50396928,41732093
50396935,40552506
50396946,41410189
50396948,50016685
50396950,40602241
50396951,41168616
50396953,40611691
50396960,50233282
50396967,41730468
50396970,42118454
50396974,42028658
50396978,42177367
50396984,41769857
50396986,41054004
50396987,40121410
50396989,50131271
50396990,40793109
50397005,41070104
50397006,41345163
50397008,40695842
50397011,41644762
50397012,41157222
50397016,41074722
50397024,50080847
50397025,50044071
50397032,42418446
50397035,50248215
50397053,41621854
50397061,42258776
50397062,41537720
50397063,42314421
50397075,40947430
50397078,40023693
50397079,41071054
50397081,41811585
50397085,50349679
50397091,41412548
50397093,40559880
50397097,41417978
50397100,41124437
50397102,41684893
50397105,42021222
50397110,40556468
50397111,40176173
50397125,41796010
50397130,42274770
50397136,41946119
50397137,42402382
50397193,41727521
50397202,40623945
50397218,41559432
50397220,42167566
50397221,40005895
50397223,41690081
50397246,40502567
50397252,40914377
50397256,42337224
50397260,50254155
50397262,41056407
50397266,50387391
50397281,40071819
50397283,42469508
50397286,50406988
50397289,50273222
50397292,41811800
50397295,50176125
50397299,41870218
50397302,41881368
50397303,41966243
50397321,41426031
50397323,42340911
50397325,41942711
50397326,41919759
50397343,50396082
50397344,50381039
50397349,40400116
50397353,42160743
50397355,41397666
50397356,40060474
50397357,41157232
50397365,40096789
50397366,40457204
50397368,50366059
50397375,41974023
50397382,41343760
50397383,41362986
50397384,42103838
50397410,50182887
50397419,50375063
50397423,40471922
50397459,41484649
50397464,42022657
50397467,41802018
50397482,42411789
50397484,41497127
50397485,41460020
50397490,41939868
50397492,40916221
50397493,50262872
50397494,40084394
50397497,42260919
50397500,41553429
50397502,41855829
50397510,41572205
50397511,40659790
50397514,41143890
50397520,40775771
50397521,40238828
50397522,41498270
50397534,41491902
50397549,42058837
50397556,50391889
50397560,50354321
50397568,42351756
50397569,42239781
50397570,50289068
50397582,41819195
50397583,42466921
50397590,41064489
50397596,40916112
50397598,50329680
50397601,40421730
50397602,40965812
50397604,42068436
50397606,50277510
50397607,40139045
50397610,41217639
50397611,42237725
50397613,41809334
50397616,41641380
50397617,40807578
50397621,50139788
50397628,40066968
50397629,41900302
50397633,42428787
50397638,41115829
50397639,40350810
50397641,40439296
50397644,40883387
50397646,41094533
50397647,41469213
50397651,41351400
50397659,50038108
50397664,41486758
50397666,50262692
50397675,41780982
50397678,50340689
50397682,40490447
50397684,41903951
50397685,50050432
50397690,41234981
50397701,50150670
50397704,50328614
50397708,40768752
50397711,50397689
50397715,41299011
50397717,41785881
50397719,40933889
50397722,41973374
50397723,50147908
50397727,41285271
50397728,50320591
50397730,42394065
50397735,41397813
50397739,2248
50397746,40612736
50397748,41610617
50397753,50214518
50397759,40944438
50397763,41534533
50397766,42289629
50397774,50334346
50397780,41348962
50397783,40679839
50397785,27750
50397788,42308899
50397789,42144084
50397798,50248993
50397806,50080057
50397814,41444190
50397823,42220716
50397825,42479484
50397828,41218367
50397834,42449225
50397838,41266897
50397848,40973219
50397855,50256959
50397862,41053438
50397874,41916210
50397879,50397881
50397886,42036575
50397890,40703941
50397900,40750910
50397908,41427316
50397911,41480532
50397913,41209636
50397933,42343365
50397974,41318004
50397982,40891742
50397984,42165875
50398013,42139515
50398014,41278080
50398027,50233216
50398039,50394804
50398043,40209537
50398055,50303763
50398072,41771446
50398075,41886127
50398076,42267003
50398113,41381688
50398114,40336713
50398127,50103401
50398135,41635841
50398148,41037815
50398164,41416324
50398165,40963071
50398186,42208833
50398200,50395085
50398246,42284642
50398249,41512188
50398256,41056323
50398259,42134380
50398262,40967739
50398276,50256869
50398284,50161328
50398285,40833134
50398292,41358334
50398308,41214015
50398309,41950628
50398312,41773297
50398318,40197941
50398334,41981053
50398335,36603
50398340,42325374
50398353,41094837
50398360,50365557
50398386,50116278
50398392,40980079
50398400,50183201
50398409,40644351
50398413,41282089
50398418,42428947
50398440,40653688
50398442,50350763
50398443,42472179
50398453,40344293
50398460,50083690
50398466,41787595
50398478,40640044
50398481,40866149
50398516,40906869
50398527,40695418
50398532,40049459
50398533,40542716
50398545,41831333
50398554,41080947
50398556,40750332
50398561,41337601
50398562,50046583
50398564,41420579
50398566,50403341
50398575,10003716
50398578,40501626
50398580,50208941
50398583,50268433
50398604,40485881
50398605,42184540
50398607,41558702
50398617,50365429
50398620,40895906
50398621,40999259
50398639,41915855
50398647,41541073
50398670,40565137
50398673,40824523
50398674,40507181
50398681,40984659
50398682,41944676
50398689,40952504
50398703,41435943
50398718,50374674
50398737,50357034
50398739,40242944
50398742,41183703
50398747,50276031
50398748,50119223
50398749,41165882
50398755,41523786
50398759,41425111
50398765,41553831
50398766,41603600
50398768,50007497
50398777,50241241
50398782,41343391
50398783,40540852
50398803,41146277
50398804,41262189
50398818,41591855
50398822,40331791
50398823,50397129
50398831,40806634
50398834,40539366
50398852,50376978
50398856,41121169
50398861,40526073
50398870,40729796
50398876,40522042
50398888,41785566
50398899,41926281
50398935,40696106
50398943,50051191
50398946,41208971
50398950,40733541
50398951,40401473
50398958,41225484
50398959,40053357
50398964,41809331
50398968,40490357
50398971,42458657
50398987,50268793
50398992,40505963
50399006,40855918
50399010,50107235
50399013,50386816
50399015,41458211
50399016,41260219
50399019,41280746
50399022,40392161
50399035,50222706
50399049,41269818
50399056,41183353
50399063,41440701
50399065,40650533
50399066,41622412
50399070,40443564
50399129,41383149
50399154,50394870
50399158,41366048
50399166,41798637
50399168,40394537
50399178,50191485
50399181,42466323
50399200,40461207
50399217,50244101
50399229,50322637
50399230,41936568
50399254,41130296
50399263,41493931
50399279,50280810
50399287,46625
50399297,40186240
50399304,41580433
50399319,41349723
50399327,50047425
50399330,41817136
50399346,40404080
50399355,40186559
50399359,40210310
50399363,50173378
50399382,40756690
50399399,42045520
50399401,40757260
50399407,50707493
50399413,50270073
50399415,41478920
50399416,41132349
50399424,42418119
50399437,50095432
50399444,42159382
50399463,41691949
50399471,41257953
50399472,50358902
50399473,40865784
50399488,40481561
50399505,42045073
50399516,50143910
50399525,41934320
50399531,42469636
50399553,41719237
50399554,41246596
50399563,41120020
50399570,41059612
50399581,41714347
50399582,41396943
50399592,50136370
50399597,41784014
50399608,40039887
50399615,41500673
50399616,41149710
50399617,41827640
50399618,40309418
50399619,41478452
50399636,41545316
50399644,42021836
50399655,40349644
50399656,41846945
50399657,41568452
50399659,40603744
50399667,41387895
50399683,42401065
50399699,41821766
50399700,40508103
50399704,40655646
50399707,11199
50399718,41016091
50399740,50105773
50399745,50024184
50399748,41561781
50399751,41891184
50399752,50339039
50399760,40701031
50399765,40464966
50399780,41047169
50399786,41550376
50399787,50177137
50399793,41913315
50399800,41873362
50399802,40499941
50399810,41591996
50399813,41607962
50399815,42420405
50399821,42219869
50399822,40829866
50399824,42192222
50399827,42176904
50399830,40898783
50399843,40837486
50399846,42301096
50399852,40253442
50399859,40989407
50399860,41419931
50399861,50328625
50399866,42358445
50399870,42034549
50399875,41538420
50399878,40882355
50399879,40780386
50399881,41751012
50399886,40714061
50399889,50333641
50399892,41236841
50399898,40125454
50399901,50040264
50399903,41396464
50399905,40395729
50399908,42232593
50399911,41313995
50399915,40559176
50399918,42223565
50399920,41437001
50399931,40863471
50399936,41313640
50399968,50399968
50399968,50506804
50399973,41402590
50399976,41936678
50399977,50006772
50399993,50398401
50400036,40419176
50400043,40727530
50400045,42035068
50400047,40985292
50400062,41593762
50400069,40685899
50400071,50123923
50400074,41218586
50400080,42253720
50400084,50108721
50400101,40271698
50400104,40859133
50400107,50399663
50400108,41823464
50400111,50117659
50400121,42040860
50400126,41942394
50400168,41235931
50400176,50359404
50400178,42373300
50400185,50400181
50400193,42139616
50400199,50341631
50400212,50220421
50400216,41013599
50400219,40838070
50400225,40644876
50400230,41076453
50400232,40596911
50400239,41475364
50400261,41073309
50400300,50178202
50400309,40412723
50400326,50081158
50400333,41134958
50400334,41600469
50400347,40650063
50400357,40561821
50400359,41539797
50400367,39399
50400370,50153700
50400374,40719272
50400375,41324909
50400381,40078231
50400406,40981426
50400428,40135575
50400431,41846701
50400436,40558188
50400440,50044606
50400444,42154857
50400450,40114714
50400462,40845961
50400466,41987297
50400471,41497713
50400483,41772726
50400488,40604773
50400488,50400488
50400503,42410338
50400505,41498186
50400509,42215913
50400514,50211202
50400524,41681360
50400525,41217981
50400528,41977304
50400540,42141972
50400541,40467611
50400548,40836792
50400549,40932785
50400550,40913741
50400554,41092965
50400556,40936931
50400561,40111772
50400567,41580481
50400571,40757592
50400573,42303633
50400578,42462244
50400579,40682625
50400588,50161411
50400605,41047837
50400627,41304744
50400630,50226171
50400636,41862785
50400658,41763457
50400673,50010544
50400681,50312169
50400684,40608707
50400690,50376597
50400699,41694421
50400718,41430678
50400721,41174951
50400736,42408052
50400737,42118832
50400748,41158451
50400757,50638718
50400759,40859061
50400764,41484265
50400777,50300951
50400786,41115565
50400799,42081722
50400808,41854271
50400813,41888461
50400831,41438447
50400832,42424180
50400842,41743808
50400846,41025976
50400854,41239421
50400859,41316546
50400860,50039234
50400863,41733588
50400872,42439142
50400875,42182806
50400876,41791137
50400885,40125845
50400901,41026205
50400936,41455068
50400937,40984894
50400938,40292598
50400952,42114134
50400957,42469156
50400971,40765432
50400980,50241863
50400994,41085866
50400995,50122146
50400997,42071045
50400998,50334472
50401001,40984773
50401019,50053939
50401022,41307568
50401030,40140721
50401033,50276655
50401035,41140548
50401043,40336574
50401045,48399
50401048,40293551
50401056,40417901
50401064,40930219
50401074,50398041
50401077,50384811
50401088,41796626
50401118,41554501
50401128,41976282
50401138,42479468
50401145,40839863
50401147,50401233
50401157,40402425
50401168,41471292
50401175,41855925
50401177,50018128
50401186,40251721
50401187,40685760
50401208,50357713
50401209,40516734
50401221,41520487
50401223,41855257
50401228,42314528
50401230,40986805
50401239,50257857
50401248,40658831
50401250,40404230
50401256,41477167
50401257,30001577
50401261,40085876
50401263,41324937
50401268,42488404
50401272,41323235
50401275,42343533
50401279,41671498
50401283,50070305
50401284,41346652
50401288,41317229
50401301,42254650
50401318,42254008
50401321,41781880
50401333,40789324
50401337,41374204
50401351,42483920
50401352,40412786
50401358,41845987
50401369,40153896
50401382,50247877
50401390,42220319
50401393,42476041
50401396,40477266
50401401,50155916
50401409,41277615
50401432,42168380
50401435,41358219
50401441,50401415
50401479,40678535
50401483,50349521
50401497,42138445
50401514,50243639
50401524,41324122
50401526,50309409
50401535,50413659
50401544,42246108
50401545,41901684
50401546,40550021
50401547,40837450
50401548,40687230
50401555,2419
50401562,50383834
50401602,40879185
50401609,50099190
50401611,41128200
50401614,40587414
50401644,41586588
50401665,41480896
50401667,41202689
50401669,40162462
50401671,40478093
50401693,40830053
50401694,41516872
50401703,40778813
50401705,41037049
50401710,41604303
50401713,42104406
50401730,50241218
50401733,40407569
50401744,42309698
50401751,1709
50401753,40492889
50401760,9879
50401768,40125537
50401777,41613436
50401788,41435791
50401795,50135228
50401798,42091050
50401799,42017132
50401800,41032928
50401807,40314271
50401816,50281098
50401820,40725086
50401821,42485500
50401824,41232639
50401830,40832342
50401831,41895863
50401839,41725615
50401844,40867881
50401850,41235360
50401853,40834462
50401857,41505072
50401858,42246722
50401863,50399771
50401869,42051742
50401870,41089796
50401874,40911559
50401876,41405392
50401881,50347216
50401883,42370283
50401886,42350131
50401887,41453286
50401900,41547428
50401911,40350914
50401928,41573613
50401934,50117130
50401937,40488334
50401943,40115809
50401963,41094328
50401972,50235921
50401988,42408549
50401998,50320089
50402004,40008814
50402005,50280395
50402006,42179111
50402011,41830555
50402022,41350749
50402029,50402027
50402030,50402027
50402035,40267884
50402037,41295332
50402055,40946593
50402062,41655495
50402108,50247219
50402124,41333229
50402135,42071885
50402136,50004639
50402137,41354124
50402140,40909149
50402141,42484648
50402149,41327382
50402159,41742891
50402162,41713214
50402165,41818116
50402188,41916286
50402191,41417582
50402195,40399218
50402200,41645748
50402202,41603069
50402215,41646756
50402222,42326931
50402226,41153880
50402234,40341913
50402240,42482116
50402254,41892648
50402260,40637639
50402261,40484120
50402268,50334660
50402280,50364115
50402288,50391187
50402293,50359412
50402297,41716973
50402303,40802050
50402304,50064482
50402312,50082421
50402320,42070295
50402329,41570664
50402330,41439568
50402332,50302126
50402333,40165225
50402342,41385371
50402346,38456
50402351,42395892
50402354,50053595
50402367,40347625
50402371,42027949
50402372,40805626
50402379,41393003
50402387,41244799
50402390,41323105
50402392,40547364
50402393,42348104
50402394,42022410
50402400,40961519
50402409,50364153
50402420,41147676
50402424,42145526
50402428,41205364
50402443,40315471
50402445,41767878
50402451,42050322
50402457,50116253
50402460,41825492
50402469,41289571
50402474,40138685
50402476,41848257
50402482,50392280
50402483,41529974
50402491,50337403
50402492,41500338
50402494,50385690
50402497,40876545
50402498,40438405
50402499,50176496
50402502,50385583
50402505,50088218
50402515,41071187
50402518,42196261
50402522,41872398
50402530,42054378
50402534,40325863
50402555,50081989
50402557,40779360
50402566,50047431
50402570,41507885
50402574,41054605
50402577,40811185
50402578,50340988
50402584,41547396
50402587,50298619
50402601,42111372
50402608,42296157
50402610,40087995
50402612,50347298
50402627,50343661
50402632,41888520
50402642,41018749
50402649,40890893
50402652,40065788
50402653,41248576
50402671,40639443
50402687,40159722
50402688,40896852
50402693,41468282
50402704,41455568
50402705,50358621
50402710,40748928
50402717,40593266
50402722,41470249
50402724,40809530
50402725,40064933
50402726,41488128
50402737,41590843
50402740,41119896
50402756,41154767
50402781,41084753
50402783,41124465
50402784,40922743
50402789,41561811
50402793,41768971
50402797,41172855
50402798,40060738
50402799,40301652
50402804,42353995
50402812,42200241
50402828,41429046
50402852,41155480
50402856,40600906
50402861,40810190
50402876,42172666
50402888,40658730
50402891,50193991
50402892,50070987
50402902,42158660
50402911,50083862
50402926,41013127
50402938,40935111
50402950,41607779
50402954,75900
50402956,40490636
50402965,50111496
50402966,50263643
50402970,40778596
50402973,40831874
50402987,40112618
50402988,42263030
50403003,42254581
50403008,40709765
50403014,41165889
50403018,50006448
50403026,50110106
50403035,40043749
50403036,42481190
50403041,40062999
50403068,42049166
50403080,41491902
50403081,40741115
50403084,41720438
50403087,50282608
50403088,42192750
50403090,42467490
50403091,40911837
50403098,41470046
50403104,50358575
50403107,42465710
50403112,41894947
50403115,40919588
50403120,50388127
50403143,10167753
50403149,41227601
50403152,42111968
50403161,42317284
50403171,50317250
50403173,50142176
50403182,41830220
50403188,40563736
50403190,42062642
50403193,42047655
50403216,50299568
50403217,42347355
50403219,40934192
50403221,50081497
50403223,41577970
50403224,40327361
50403237,42147174
50403253,41164759
50403254,50191760
50403262,42332254
50403264,50149170
50403265,40683855
50403266,40030549
50403271,41640811
50403296,40677824
50403298,41027332
50403303,40911428
50403305,41940012
50403311,41809723
50403313,40908513
50403343,42146461
50403347,50287271
50403351,41148723
50403354,41934470
50403364,41472169
50403379,40715380
50403380,50127057
50403381,40149483
50403385,41292296
50403400,41654975
50403422,41720491
50403433,41504605
50403447,40069041
50403449,40145344
50403453,50225396
50403465,42467223
50403477,41958627
50403484,50344345
50403489,50426610
50403504,41224372
50403505,42404531
50403523,42141555
50403526,40825189
50403530,41412682
50403532,40187210
50403547,41290161
50403554,50000310
50403563,50083001
50403598,40928150
50403599,40605022
50403611,50081856
50403616,41412682
50403621,40421540
50403625,40789411
50403642,41099295
50403649,41088031
50403651,50396918
50403672,40658395
50403677,40538126
50403679,40137227
50403685,50183140
50403686,41096975
50403687,40501697
50403695,50364671
50403746,50282119
50403766,42051473
50403774,42325335
50403777,42283651
50403783,41971933
50403790,41083287
50403795,41521952
50403796,42027552
50403800,40145938
50403801,42480526
50403808,40981012
50403818,42074418
50403820,50382014
50403823,50101643
50403839,50403781
50403843,40314999
50403846,41582015
50403847,42364349
50403849,50263462
50403850,42006041
50403855,50548147
50403858,42126292
50403860,50381817
50403867,42481907
50403869,42420098
50403878,40965594
50403884,40417463
50403886,41970353
50403893,40511677
50403904,41758237
50403905,41115038
50403907,42481826
50403909,40922760
50403922,50027727
50403939,40836054
50403940,41883479
50403943,42100963
50403948,41616203
50403955,42026651
50403961,41886841
50403970,42474427
50403975,40931966
50403978,41624035
50403990,40075214
50403991,41275567
50403995,41822875
50403996,40602056
50403998,41980152
50404000,41364626
50404002,40596718
50404016,40530077
50404023,40673025
50404043,41674588
50404056,50376110
50404063,50368162
50404064,41970157
50404068,41021109
50404070,41131494
50404072,41436253
50404076,42460183
50404081,40987641
50404090,40964876
50404097,40180959
50404100,42155693
50404106,40347497
50404108,41820447
50404113,50268431
50404116,50134593
50404121,41581300
50404122,41207622
50404124,50347159
50404130,40605680
50404141,40628975
50404146,41035302
50404149,40567960
50404152,50381368
50404166,41276253
50404171,42132853
50404172,41206010
50404186,40860034
50404190,40785460
50404191,41470014
50404192,50382293
50404193,40936743
50404195,50388795
50404199,42393417
50404205,41438952
50404209,50241334
50404216,41223759
50404221,42066891
50404227,41815167
50404233,41274892
50404234,40494053
50404239,41704916
50404245,41532004
50404273,50011502
50404277,40983061
50404289,50317898
50404292,41852775
50404303,50014764
50404310,41008570
50404319,41675015
50404328,41824342
50404343,41015582
50404355,42219544
50404357,34463
50404389,50373717
50404394,41327509
50404401,33828
50404402,41811104
50404403,40822232
50404404,41102696
50404408,40936866
50404411,42163719
50404418,41004544
50404426,42372192
50404428,50315287
50404436,40413542
50404439,50398786
50404442,42144275
50404452,50044071
50404453,41864339
50404468,50291880
50404469,40915018
50404470,50223944
50404473,42165563
50404474,41215918
50404482,50381431
50404487,41866816
50404501,41790727
50404506,41170897
50404515,41436409
50404524,41817998
50404525,41504436
50404529,41127954
50404537,41552722
50404545,42196675
50404546,50294547
50404554,50100235
50404555,41184931
50404586,50082304
50404598,50377292
50404620,42161595
50404623,41088846
50404635,41158956
50404644,40956978
50404649,41551072
50404665,33011
50404668,41351316
50404672,40894251
50404683,41391165
50404698,41061377
50404700,50060470
50404705,41145683
50404707,41801105
50404709,40417853
50404714,50379591
50404721,41275921
50404723,41406241
50404726,41366999
50404732,42429965
50404733,40753440
50404737,42026180
50404745,40957881
50404768,40598003
50404776,50217030
50404783,40023402
50404786,41177424
50404787,42279284
50404789,40022639
50404793,41676121
50404794,41250032
50404806,42218096
50404808,50236149
50404814,41432730
50404819,50022877
50404832,40136261
50404834,40931384
50404841,40084589
50404842,50277711
50404843,42049166
50404852,40812767
50404858,42477201
50404872,50315330
50404875,42207452
50404882,41854909
50404891,50281111
50404896,41103348
50404903,41008524
50404907,40650313
50404908,40490915
50404922,41016056
50404929,41913043
50404931,50060873
50404946,41576606
50404947,40494927
50404963,41326364
50404976,41240970
50404978,42104741
50404982,40494521
50404990,41089531
50404993,41191259
50405007,50220553
50405010,40331380
50405026,41757057
50405029,42255951
50405032,40687070
50405034,40722967
50405043,40087880
50405047,50077831
50405050,4931
50405055,50036521
50405056,41778050
50405066,42437688
50405085,50016205
50405094,40785551
50405095,40748265
50405110,41026215
50405124,42058470
50405133,41425091
50405140,41802950
50405142,41287880
50405165,50099428
50405174,41369738
50405182,14823
50405186,42417819
50405188,41082732
50405190,29664
50405210,50366866
50405224,50034442
50405226,41578004
50405232,42487951
50405234,41709963
50405242,41991192
50405254,41725484
50405262,50233402
50405271,50005612
50405272,41767622
50405278,50394550
50405282,40500149
50405291,40518276
50405292,40755259
50405295,41765773
50405302,50037286
50405311,41713397
50405312,40993381
50405324,40695601
50405333,41892979
50405337,42295303
50405338,42111852
50405344,50104944
50405345,42225924
50405369,41470709
50405376,41396589
50405383,50086696
50405387,41388119
50405395,50596180
50405411,40917810
50405423,40563994
50405433,50319258
50405447,10676294
50405459,40221048
50405480,40205102
50405481,42423070
50405486,41018862
50405489,42052080
50405490,41480563
50405492,50320902
50405498,50054726
50405521,50347587
50405538,42172491
50405548,42041296
50405557,40919876
50405568,41385793
50405574,40630978
50405580,42064270
50405593,50385928
50405594,50392799
50405605,40931022
50405606,41314726
50405620,40726188
50405621,41583082
50405624,41903549
50405625,40888853
50405634,42308369
50405652,41829988
50405667,41666804
50405668,40987023
50405669,41578710
50405670,42178017
50405676,41704951
50405678,41226925
50405688,42202453
50405693,41610928
50405695,42272628
50405697,10156982
50405712,42478140
50405715,50308309
50405739,41396521
50405746,42421926
50405749,50155694
50405754,40872823
50405756,40793782
50405763,40197472
50405766,40193459
50405778,42205770
50405785,42163094
50405787,40509365
50405789,41447048
50405797,41044358
50405818,41956026
50405826,40927544
50405830,50356132
50405833,42110139
50405834,40513945
50405835,41129612
50405844,67561
50405859,41828347
50405860,41404147
50405863,40935941
50405877,50301777
50405897,41268714
50405912,41290370
50405918,41948849
50405929,50102524
50405974,42478912
50405981,40722656
50405982,40503791
50405986,40140044
50406035,40141000
50406039,41623569
50406041,41463638
50406060,41536522
50406063,41766978
50406076,42125462
50406079,41752252
50406086,41618348
50406090,41695949
50406091,41431323
50406112,40279236
50406129,40563306
50406138,40845464
50406148,40844227
50406184,40161376
50406212,40537787
50406220,41109153
50406223,41664409
50406224,42479979
50406235,50404297
50406243,41955959
50406255,41327551
50406256,50401811
50406266,40188078
50406277,50348823
50406287,42086058
50406305,41537575
50406310,50406104
50406311,41325269
50406335,40953211
50406343,42191888
50406346,41363248
50406373,41901533
50406394,40755963
50406399,40149839
50406400,41290488
50406411,10154388
50406413,41580262
50406420,50270332
50406423,9952
50406424,50060460
50406430,41703911
50406470,41916960
50406473,41747678
50406481,50213689
50406484,41063921
50406493,42460078
50406529,41653047
50406539,40250422
50406542,42141555
50406551,40135137
50406557,42157481
50406565,50063780
50406579,41654683
50406582,40683746
50406586,42062976
50406591,41826873
50406594,40692038
50406598,40717063
50406599,42399781
50406600,50373747
50406609,41623723
50406614,50325679
50406616,42153768
50406620,40661413
50406625,41507130
50406626,41917587
50406632,42271156
50406638,41073822
50406645,41062977
50406648,40758638
50406649,50406538
50406657,40851220
50406661,50228920
50406668,50406658
50406678,41691843
50406690,40345363
50406702,42485884
50406712,42358356
50406734,40276180
50406737,40668282
50406748,41457219
50406749,42453684
50406765,50098660
50406766,41887015
50406767,41702280
50406772,40396768
50406781,50215474
50406783,41734246
50406799,42150730
50406813,41301272
50406840,42352528
50406867,42414393
50406868,40817776
50406886,40794820
50406887,41316098
50406891,41614343
50406899,50355335
50406903,41809721
50406913,40592638
50406926,40875176
50406928,41811068
50406932,40658876
50406947,41598511
50406949,50147507
50406951,50406930
50406956,50258243
50406961,40055652
50406976,40339519
50406979,10147156
50406982,40710354
50406986,40322570
