accountnum,mergeto_account
Expected Records,65708
42002108,50252689
42002338,41935067
42002814,40551352
42002853,41161633
42002887,40917006
42002949,41445060
42003328,41079116
42003466,41228263
42004969,40767499
42005084,50611174
42005280,40298429
42005412,16454
42005809,41844902
42006332,40765555
42006333,50477544
42006349,42016428
42006610,41380111
42007366,41862632
42007453,40565060
42007477,41833197
42007577,41958374
42007691,50516
42007691,50543118
42008081,41695396
42008262,50503717
42008385,40349517
42008392,40593870
42008702,50370225
42009078,41288623
42009485,42009490
42010308,4491
42010419,41771034
42010442,41456428
42010467,42001530
42010574,40907590
42010577,41787752
42011022,42219173
42011282,50064653
42011385,40980994
42011815,40092735
42011863,40486046
42011918,40985852
42011938,40620176
42011945,41981699
42011986,50347501
42012046,40689365
42012046,40812159
42012210,41706185
42012382,41863173
42012421,40674814
42012432,41969613
42012728,42445160
42013178,42367091
42013226,42203189
42013226,42013226
42013518,42005879
42013535,40798773
42013691,41940098
42013891,41735327
42014132,42183082
42014269,40533871
42014332,50391298
42014373,50492847
42014764,41686338
42014777,41864734
42015227,40535006
42015378,41498688
42015443,41066394
42015697,42015697
42015697,50373838
42016244,50010053
42016265,42149046
42016417,42308319
42016497,42016428
42016932,40563528
42017633,50333393
42017725,40956457
42018082,50623458
42018089,42004109
42018166,50388866
42018612,42014399
42018714,41699199
42019096,42037110
42019106,42016446
42019589,50206953
42020151,41955700
42020412,41958564
42020459,42289314
42020815,40100876
42020924,40967792
42020982,40891631
42021577,41596242
42021725,40889648
42021837,41669103
42022002,42006490
42022139,50492100
42022242,41078344
42022465,40318029
42022744,50069840
42022963,24153
42023186,42045564
42023521,40336469
42023621,41154772
42023676,41935192
42023779,41453315
42023850,41583885
42024322,40236445
42024657,50622958
42024711,41622405
42024889,40496868
42025092,41194417
42025228,40579119
42025339,40514890
42025406,41993556
42025473,40938038
42025774,50413843
42025788,41917488
42025959,42018176
42026194,41317494
42026219,40097428
42026317,42024024
42026433,42315154
42026511,41887971
42026565,40999270
42026774,40965479
42026867,42002071
42027036,41221121
42027109,42009772
42027195,41933093
42027240,41196157
42027361,41841245
42027593,41892241
42028110,50155091
42028592,40042904
42028897,41120579
42028997,40911356
42029585,50000837
42029587,50773779
42030224,41641967
42030241,50177241
42030361,40967055
42030480,50386199
42030579,41430716
42030748,41336027
42030934,50733519
42031796,41255024
42031807,42031802
42033086,42425928
42033180,50026899
42033274,41622207
42033583,41453698
42033793,50681445
42034531,42032933
42034543,20970
42034584,41771019
42034596,41192796
42034650,41062236
42034936,40171085
42035236,41668915
42035322,40697686
42035323,40984378
42036723,41433915
42036946,50105576
42036946,50324153
42036952,40334168
42037165,50779084
42037286,40040147
42037472,40393046
42037790,40829021
42037917,42037887
42038061,50508608
42038140,41616955
42038271,41935067
42038329,40292710
42038577,42482996
42039599,10004964
42039806,50548028
42039847,41476461
42040336,42084275
42040388,27720
42040469,42164432
42040906,50330863
42041336,50637491
42041729,40060441
42041753,41794598
42041845,46041
42041918,50510550
42042140,40045851
42042454,50506042
42042525,41993293
42042924,40767514
42043199,41218264
42043361,40284429
42043695,40146607
42044119,41750918
42044174,41063172
42044252,40869803
42044347,50287932
42044395,42044395
42044395,50282413
42045191,40022515
42045445,40771200
42045492,41733694
42045837,41393129
42045861,40822734
42045887,40337949
42045917,50378665
42046020,50388268
42046025,41500384
42046334,41303350
42046400,40809065
42046486,50384897
42046765,42046755
42047090,42047090
42047090,50411683
42047239,41170625
42048448,40650322
42048844,40092495
42049404,40019573
42049463,40562555
42049470,42024235
42049507,41155264
42049538,41317967
42049664,50126427
42049896,41180330
42049926,50556368
42050230,40504822
42050235,50593478
42050354,50106779
42050805,42150745
42050911,40031458
42051225,41569919
42051239,40199964
42051532,41439889
42051811,41697493
42051926,40475323
42051958,40700704
42051966,42336374
42052359,42030558
42052723,41410358
42053248,42536
42053864,40416376
42053997,41455408
42054299,40140452
42054357,40000395
42054563,41084152
42054660,41354603
42054775,41909523
42054939,40164715
42055056,41902624
42055282,40444629
42055409,42367726
42055494,42055494
42055494,42466563
42056236,41024234
42056455,40999528
42056693,41966331
42056735,40324692
42056847,42368
42057018,50391576
42057122,41186581
42057339,40869686
42057601,40889359
42057704,41745570
42057709,41505307
42057815,85902
42057923,42466474
42057935,50561029
42058187,41003372
42058258,40410989
42058305,41042523
42058440,50146235
42058572,42443982
42058927,41972736
42059034,40282574
42059074,40187016
42059565,41375500
42060093,42044362
42060202,40531621
42060647,42039698
42061003,42020516
42061124,41375952
42061178,41932097
42061445,41801856
42061486,41191362
42061578,40934643
42061651,50208299
42061689,42061656
42062017,42289009
42062180,42039822
42062218,41869124
42062235,41870614
42062372,40284432
42062463,41741854
42062591,50224908
42062721,40674501
42063080,41722719
42063108,41945095
42063595,50507221
42063642,40168060
42063810,50596831
42063828,50382784
42064006,42115002
42064246,50625210
42064497,42064465
42064684,50617187
42064760,42062574
42064784,41919532
42064877,50430418
42064978,42062937
42064982,42062937
42065011,41731333
42065500,50555861
42065560,40876015
42065797,41735241
42066322,40323360
42066410,42066408
42066934,42066934
42066934,50130465
42067171,50053358
42067340,41541279
42067445,50210291
42067447,40747865
42067723,50401395
42067916,42065747
42068009,50627248
42068656,42348351
42069750,42005766
42070094,40494915
42070184,42068890
42070361,42067315
42070747,41644236
42070835,40706304
42071073,41046371
42071347,50667477
42071645,42143562
42071846,40562340
42072196,50512372
42072595,41998961
42072618,50123883
42072848,42072848
42072848,50062409
42073518,50138641
42073623,40522778
42073696,50205882
42073880,40768806
42073891,41808377
42074189,41760856
42074255,50237750
42074274,42073026
42074479,41720431
42074523,42445908
42074572,50297951
42074965,40129144
42074972,42435519
42075086,40529398
42075152,40317000
42075168,41960323
42075542,50596017
42075744,42075742
42076445,41726091
42077101,41838180
42077141,50359428
42077154,42077154
42077154,50203594
42077184,41333869
42077286,41914371
42077406,50155405
42077413,40789156
42077506,58763
42077557,41963304
42077992,50543229
42078197,50175924
42078308,41160409
42078900,41660105
42079238,41868263
42079371,41562473
42079625,42071419
42079882,11710
42080197,50266882
42080448,50492477
42080636,42490535
42080679,40447025
42080750,50172803
42080931,50299762
42080962,42073305
42081101,41716920
42081426,50347976
42081855,40722875
42081916,40091046
42082041,41270700
42082188,42024158
42082256,40141128
42083181,41432631
42083706,50632314
42083745,42463769
42083974,50296794
42083984,42081365
42084056,41623120
42084108,40058117
42084399,41329082
42085303,50209726
42085739,41850784
42085951,42064395
42086174,50327600
42086448,40806260
42086700,50540763
42087044,42043715
42087556,41725362
42087571,41776364
42087881,40891450
42087958,25705
42087959,41950401
42087959,50360383
42088000,42475267
42088083,41639856
42088549,50685882
42088593,41526282
42088753,2801
42089261,41855969
42089470,50652983
42089859,41250267
42090112,42088270
42090325,41177184
42090382,40189145
42090388,41442706
42090900,42442627
42091321,50643102
42091436,50288753
42091489,40064565
42091608,40423279
42091803,42082647
42091842,40409386
42092041,41238208
42092077,42060494
42092262,40652664
42093090,42090668
42093588,50060209
42093811,50301518
42093946,40014878
42094003,40865901
42094206,50130531
42094214,41960316
42094380,10161997
42094428,42094421
42094658,40244759
42094982,42094982
42094982,50162484
42095134,42074998
42095179,41012729
42095230,42486077
42096228,42113984
42097176,50208116
42097521,40207720
42097720,42099146
42098196,40967120
42098412,50400647
42098482,40768213
42098935,41660266
42099016,50350101
42099061,41874977
42099648,40307445
42100162,41745842
42100401,42305006
42100655,50650875
42100655,13238
42100717,40981804
42101198,50328232
42101507,50266944
42101586,50078912
42101978,42257735
42102432,50337124
42102454,42418791
42102458,41952379
42103079,40662033
42103567,41227354
42103725,40445163
42103892,42080856
42104011,40464508
42104130,42096938
42104333,42115698
42104587,42091724
42105130,50218765
42105321,41435957
42105543,42105543
42105543,42479908
42105790,42263564
42105913,41704565
42106062,50184716
42106285,50565907
42106323,40085958
42106761,41136595
42106808,42150201
42106970,41579216
42107056,41385901
42107175,41668295
42107256,40106438
42107382,50140736
42107761,41922498
42107881,41250921
42107934,40630450
42108037,41422021
42108595,40987384
42108941,50304438
42109143,42046422
42109180,42082323
42109287,41101111
42109298,42088213
42109385,40934067
42109385,50707995
42109499,40699971
42109807,40497912
42109910,50266065
42110093,41147662
42110274,41981767
42110518,42097018
42110541,42110546
42110599,40280252
42110709,42011626
42111065,50768342
42111110,40932510
42111406,40819830
42111590,40400893
42111595,41163536
42111638,41768141
42111989,50604039
42112267,42095104
42112402,40210273
42112478,41150779
42112501,41073271
42112922,50681450
42113206,42112449
42113240,40550758
42113301,40920346
42113474,40653518
42113552,41493622
42113628,42077512
42113795,42099300
42113960,42014048
42113962,42096271
42114013,42082048
42114307,42021132
42114366,50253973
42114488,40408005
42114695,40525457
42114966,40603717
42115313,50314324
42115313,50598523
42115349,41217483
42115494,40692750
42115963,42114219
42116006,41655834
42116021,40419895
42116050,40131822
42116058,42353195
42116098,41821376
42116222,10171744
42116401,40668879
42116419,41429111
42116465,40692190
42116517,42396823
42116606,40787576
42116665,50387391
42116681,41104188
42116793,41770387
42116858,40479712
42116975,50279534
42117038,40788336
42117066,41834588
42117223,41895744
42117298,42277035
42117493,50360124
42117648,41046022
42117719,41453853
42117816,40808821
42118101,40818824
42118104,50355794
42118120,40033416
42118322,42117553
42118370,40416750
42118438,40991876
42118866,41438002
42118880,41501273
42119027,40486315
42119046,50175020
42119093,40286431
42119096,41910231
42119182,51442
42119186,40511550
42119251,19479
42119450,42071107
42119456,40682198
42119669,41958696
42119682,40506718
42119761,40222097
42119761,41675489
42119843,40575307
42119861,40093852
42119894,40346593
42119894,41564194
42119932,41204648
42120006,50369545
42120049,40574383
42120238,41974723
42120242,40049759
42120299,40518135
42120306,50373568
42120694,40752319
42120695,41014357
42120743,41495959
42120867,41144528
42120935,40416622
42121251,41748324
42121296,56108
42121352,41315597
42121481,40730107
42121545,42121184
42121614,40343586
42121615,41403732
42121679,42115698
42121699,40836511
42121748,41034176
42121779,40156752
42121791,41381471
42121815,40916024
42121950,41780768
42122005,41984374
42122055,41797616
42122130,41318398
42122142,40867131
42122561,41817751
42122714,40593915
42122901,41456145
42122954,41771963
42123043,40993866
42123047,41912294
42123222,41199907
42123372,42110956
42123502,40726849
42123631,50549633
42123670,41542773
42123756,41285329
42123817,40852843
42123819,41481968
42123835,41613298
42124220,40722008
42124279,41354793
42124312,42124306
42124459,41924755
42124579,41410721
42124612,41033742
42124671,42116596
42124683,40638499
42124754,41504830
42124829,41802468
42124962,40119753
42125054,41519941
42125093,42119768
42125164,40160678
42125176,40107422
42125200,41414643
42125216,40706917
42125601,50666635
42125699,42474177
42125705,50024287
42125841,50342220
42126081,40314004
42126103,40063662
42126265,40712416
42126413,41008297
42126892,42126814
42126923,42122367
42127005,40234360
42127095,41053706
42127135,68626
42127180,42009446
42127189,41339388
42127216,10673387
42127337,41244191
42127388,42165869
42127406,40435404
42127417,40193089
42127526,30005265
42127559,41935600
42127598,42094518
42127623,41639856
42127799,42127792
42127820,42127814
42127980,40445060
42128001,40624941
42128152,40061230
42128164,40875402
42128342,41128410
42128357,42128369
42128373,40279802
42128403,42104335
42128407,41996429
42128580,41813951
42128649,41723917
42128655,40058684
42128828,42477469
42128907,41614749
42128972,42128649
42128999,40503213
42129266,40287616
42129316,41481203
42129595,42119842
42129608,40347677
42129727,42115692
42130023,40850831
42130148,42130137
42130205,41105687
42130336,40824936
42130542,42099021
42130609,42032363
42130765,41880257
42130818,41789769
42131070,42131047
42131190,41971056
42131191,40097406
42131205,41313005
42131308,40975477
42131368,41802018
42131388,50304924
42131706,50358341
42131767,41073676
42131775,42053426
42131836,41743
42131844,40804654
42132107,40557106
42132222,42089083
42132277,41438688
42132663,42054121
42132664,40162925
42132683,41883163
42132769,40111818
42132785,41043760
42132911,40855088
42132969,41672855
42132988,40825350
42133015,41094976
42133305,40915452
42133344,40850500
42133478,40945119
42133553,40544102
42133594,42129265
42133654,40488711
42133703,40918788
42133738,41284029
42133797,41873918
42133840,41833611
42133860,40152772
42133897,42133879
42133972,42393521
42134101,40440065
42134136,40207041
42134195,41836492
42134436,41857598
42134645,40670493
42134751,40726551
42134948,50366584
42135057,40896004
42135430,42136038
42135438,40674775
42135513,41671244
42135561,40994930
42135626,40438430
42135842,10550043
42135846,42114089
42135934,50627006
42136035,41372575
42136077,50090010
42136077,42136077
42136164,40113751
42136191,42088564
42136235,40862132
42136350,41505302
42136391,41323727
42136396,42110007
42136406,42108687
42136505,41348365
42136778,41034884
42136821,41999938
42136894,42136705
42136944,40918217
42136990,42137060
42137009,41865208
42137063,42103232
42137137,42137107
42137146,41486858
42137182,50362852
42137286,42077411
42137375,41218139
42137434,40585486
42137493,41749009
42137510,41170278
42137555,45606
42137593,42126402
42137615,50410557
42137615,42137615
42137643,40652606
42137654,41173370
42137680,42103865
42137748,50388226
42137782,42134922
42137793,41948757
42137793,41988996
42137837,31503
42137846,40715390
42137909,41242180
42137913,42136279
42137914,40657848
42137914,50070700
42137948,40906745
42137977,41107718
42137982,42119070
42138055,42034115
42138085,42140933
42138089,41512423
42138090,40772761
42138099,41518365
42138245,40438555
42138269,50150038
42138269,42138269
42138374,41899504
42138401,40065568
42138458,42137760
42138503,40313004
42138649,41856914
42138650,40337691
42139011,40439914
42139031,41460693
42139046,41892056
42139071,41337415
42139134,50236
42139727,50218844
42139728,40820662
42139761,42431943
42139781,40674537
42139812,41136814
42140216,42140208
42140353,42090724
42140381,41989652
42140442,41381351
42140692,41597997
42140741,41246756
42140864,40345721
42140883,41423072
42140988,40721905
42140995,50633004
42141031,40069558
42141086,40918606
42141219,41342631
42141252,42129815
42141414,42138029
42141463,40297580
42141473,40297707
42141502,50128562
42141533,42114537
42141574,41650020
42141619,42138476
42141688,40497325
42141725,42119032
42141771,41136577
42141909,40279353
42142110,40111967
42142116,42112624
42142468,41095189
42142534,41569526
42142783,41959823
42142807,40615044
42142995,42024560
42143059,50160517
42143101,41632562
42143174,41345439
42143199,40843745
42143310,41568862
42143440,41095954
42143507,41959263
42143592,40062049
42143896,40964382
42143906,40022043
42143952,50107996
42144072,41809142
42144280,40462042
42144670,41342615
42144688,40717278
42144904,41314660
42145098,42421851
42145111,50344118
42145231,42137579
42145263,41921395
42145294,10673387
42145462,40506323
42145586,41221326
42145670,41064372
42145827,40557512
42145839,42091550
42145882,41811206
42145883,40209633
42146041,21427
42146046,42130035
42146329,40683335
42146356,40416261
42146651,41323545
42146765,41574610
42146769,42126571
42146875,40401670
42146887,41529138
42146900,41817925
42146936,42123259
42146940,40229269
42146944,42087262
42146978,41633824
42147120,40626573
42147173,41874386
42147214,42482592
42147232,41028760
42147420,41318956
42147436,2617
42147453,41258991
42147558,41782574
42147666,40953482
42147897,40084856
42147928,41014430
42148093,40816948
42148118,41503102
42148144,41882168
42148155,41313909
42148186,41288041
42148504,42143994
42148538,41603964
42148548,88617
42148661,40278151
42148896,91375
42148915,50242561
42148915,59842
42149063,40890990
42149065,41081568
42149107,40132985
42149129,50249468
42149202,41699696
42149297,40403069
42149405,41098597
42149495,41108213
42149500,40589754
42149542,41851774
42149562,41706352
42149805,50693575
42149821,41891546
42149866,40550697
42150120,41173306
42150312,42131382
42150390,40785495
42150432,41431353
42150478,41165301
42150592,40657435
42150644,40710189
42150778,50090370
42150875,40329353
42150907,41826341
42150913,41183648
42150933,40006911
42151115,42147487
42151219,50410200
42151238,40704065
42151288,42137579
42151364,40028355
42151414,40830765
42151919,40907880
42151994,41961780
42152151,40985300
42152179,41280619
42152221,41869889
42152230,10150107
42152281,40079960
42152293,40991394
42152343,41878469
42152456,40517258
42152513,50663828
42152806,41492285
42153020,40695329
42153042,40096138
42153069,50722680
42153345,40505629
42153362,41576078
42153412,42035536
42153436,40090699
42153454,40545472
42153498,41222631
42153518,40662082
42153538,40909860
42153576,41383678
42153619,41056002
42153683,40054550
42153744,41955390
42153763,50348907
42153782,40999780
42153806,40568014
42153917,50242298
42154056,41215783
42154122,50187055
42154154,40099399
42154231,41691721
42154278,40490360
42154425,40233761
42154472,41153989
42154535,41257946
42154678,41293370
42154801,42154779
42154841,40157062
42154849,41625978
42154857,50400444
42154857,42154857
42155006,41001649
42155302,40241585
42155348,40184188
42155354,24439
42155367,50121271
42155392,16695
42155461,40217787
42155464,50121138
42155479,41581630
42155560,42155445
42155629,42096224
42155965,50248490
42156110,41048732
42156210,40591068
42156235,40325503
42156341,42155241
42156477,40334732
42156530,40800537
42156738,40844016
42156834,50350964
42157167,42157167
42157167,50153414
42157356,42157343
42157499,41117786
42157720,40696613
42158602,41333219
42158641,41554106
42158663,50188356
42158717,40462042
42158844,41105580
42158920,42483628
42159000,41724816
42159090,42156710
42159119,40587366
42159186,40413622
42159791,42073743
42159985,41527105
42160262,40227796
42161001,42337866
42161361,41781173
42161476,50550625
42161836,50027805
42161836,42161836
42162438,42178539
42162444,50220619
42162695,41026265
42162965,40288816
42163091,41250895
42163093,50392322
42163238,68147
42163279,40763169
42163324,50119881
42163382,41246026
42163872,40283861
42164346,41343409
42164367,41882560
42164667,42115123
42164870,42157855
42165024,41470527
42165232,42041973
42165266,40512106
42165395,50297131
42165452,40878247
42165565,40236286
42166125,40857335
42166147,40539364
42166288,50634446
42166312,41499788
42166370,65944
42166848,42051403
42166965,40616018
42166969,50323516
42167381,42488518
42167433,50232127
42167778,18811
42167864,42125517
42168190,42249780
42168208,42101569
42168541,10676923
42168557,40146358
42168702,50210977
42168780,50104097
42169071,41489084
42169351,50151399
42169466,40643749
42169713,40907596
42169717,40707214
42170049,42224450
42170339,41561496
42170430,41118408
42170432,42264253
42170432,50353773
42170882,40937563
42171053,50211861
42171053,42469931
42171229,40099678
42171358,50626491
42171384,41017447
42171699,41696217
42171852,50542613
42172004,50413510
42172230,42172182
42172281,41349914
42172291,42282972
42172781,42131909
42173120,40419002
42173171,42173144
42173185,41441945
42173326,42141268
42173548,41083925
42173838,41902901
42173977,40019238
42174039,50297340
42174053,42136549
42174211,40871211
42174371,69936
42174384,50228380
42174668,50366268
42174793,50027450
42174817,50126962
42174817,42174817
42174969,50650181
42175032,40645604
42175047,41157452
42175145,50339371
42175411,40535078
42175633,40241370
42175663,40052881
42175785,50157704
42176854,40246657
42176923,50671608
42177163,40671780
42177224,40943482
42177302,42433682
42177307,84302
42177507,40494199
42177748,50568594
42177900,40810640
42178191,42471005
42179259,40440753
42179644,40009557
42179812,40693888
42179910,40198589
42180048,40992772
42180823,50378655
42181258,42163536
42181361,40407083
42181470,50737717
42181470,42181470
42181495,11828
42181777,42106212
42182083,50348918
42182549,40713121
42183018,42017963
42183679,50735115
42184252,40145205
42184576,42184420
42184581,41012934
42184729,40350982
42185777,50647459
42186213,50093096
42186349,42184472
42187130,50212257
42188442,41978506
42188557,42188557
42188557,50347197
42188679,40871424
42189967,50357241
42189985,42215135
42190556,40501419
42190590,42190590
42190590,50217421
42191104,40995663
42191233,41876019
42191524,41797589
42192111,69314
42192170,41988836
42192177,50386912
42192273,40040634
42192477,50068160
42192717,50356600
42193422,42307161
42193527,41089286
42193635,40703362
42193948,40599388
42194346,50319805
42194441,41614929
42194564,40901111
42194729,42193150
42194738,40953186
42195099,50685177
42195216,50039977
42195321,56872
42195620,42190346
42195625,42189852
42195821,42489110
42195860,40470536
42195867,41004604
42195921,50381319
42195921,50337143
42196258,50145697
42196529,41759892
42196837,42464580
42196893,50559213
42197003,42481901
42197415,41874745
42197608,40995456
42197729,42197356
42197843,42104083
42198091,81928
42198131,41086500
42198272,40071604
42198463,50630276
42198749,50365971
42198777,41537417
42199067,40065848
42199367,50390347
42199404,40721462
42199706,42428352
42199822,42185629
42199867,41865244
42199965,50560256
42200289,42189668
42200840,50172793
42200902,42193938
42200936,42081595
42201018,42200996
42201199,42200361
42201298,41592615
42201462,50349776
42201472,42058767
42201838,41575931
42202044,50187793
42202199,50776636
42202385,42137508
42202454,50105047
42202673,42197619
42202859,40911714
42203134,40628381
42203189,42013226
42203272,42177676
42203485,50615933
42203839,40685657
42203944,42158217
42204003,42203923
42204144,50334079
42204332,42139443
42204368,41252027
42204393,50366779
42204788,40416375
42205473,41431407
42205494,40973362
42205865,50183542
42206179,50630937
42206469,42476167
42206903,41833431
42207022,42096956
42207171,40160484
42207213,40949155
42207457,42194196
42208155,40229862
42208449,42207736
42208972,40012490
42209212,40323198
42209326,40699083
42209433,40615875
42209448,42205203
42209540,42209320
42209696,50134009
42209854,42318105
42209872,50547279
42210202,42210191
42210228,40069389
42210376,40112064
42210426,20923
42210441,42177414
42210602,50649970
42211035,50410299
42211968,40033663
42212270,42212279
42212469,42218917
42212843,10157553
42213550,41773501
42213971,41141819
42214060,41889368
42214688,50202087
42214756,40448457
42214769,42240621
42214857,50139019
42215191,40094190
42215198,41167860
42215587,40271411
42216087,50135585
42216777,40827014
42216912,40565316
42217104,50780369
42217178,50687209
42217332,42428202
42217342,40929045
42217380,40734779
42217452,42178092
42217499,41115788
42217621,42172267
42217831,40855591
42218269,50430400
42218292,40693061
42218444,42218408
42218477,41505995
42218944,42134644
42218966,41621794
42219510,42275531
42219704,42117844
42219802,41218965
42219893,42202632
42220362,40639765
42220628,50612069
42220878,41807035
42220987,41075086
42221226,42221147
42221531,50741146
42221627,42161327
42221902,40005921
42221903,50209642
42221903,50220060
42221916,42247003
42222114,40191215
42222114,40715740
42222260,41620867
42222348,41760421
42222500,40165363
42222515,50164951
42222756,40574793
42223158,41676861
42223550,50527885
42223592,40435942
42223794,42032740
42223865,50393443
42223984,50299586
42224133,41874343
42224417,41658690
42224444,42224404
42224465,40836141
42224692,41595567
42224785,42099191
42224965,40549615
42225001,50131987
42225001,50192757
42225264,42225237
42225645,40300154
42225783,50262643
42226568,42193994
42226669,40007318
42226852,42226796
42227034,40469509
42227307,42089359
42227648,50524864
42227836,40951009
42227899,40431171
42228015,42186079
42228093,41015152
42228103,42117062
42228172,42228126
42228204,14967
42228307,42406090
42229086,40174341
42229307,10603
42229754,42136003
42230226,40617083
42230303,42465498
42230401,41814558
42230508,40532116
42230676,42230627
42230792,42290842
42230896,42449332
42230996,42230924
42231061,41434578
42231240,40189846
42231251,40337098
42231315,40094507
42231415,42158692
42231470,50772393
42231632,50772393
42232001,41088089
42232166,42088749
42232300,42232300
42232300,50376861
42232395,40433748
42232543,65658
42232812,40340002
42232923,40230236
42232943,42207217
42233110,50504898
42233130,42217756
42233199,42096035
42233650,41778492
42233817,42485039
42234254,42475265
42234473,40446306
42234542,41543447
42234808,50522534
42234828,42183238
42235005,42234596
42236221,42236470
42236962,42230512
42236974,42234796
42237063,50251947
42237255,40705788
42237321,41882588
42237515,42193182
42237827,40802862
42237967,42487865
42238267,50508500
42238299,46572
42238624,50129566
42238700,40211273
42238873,40493624
42239077,42215909
42239149,42408354
42239285,42221512
42239468,40315062
42239644,40611229
42239644,10146391
42239678,41709599
42240194,41590519
42240230,41694771
42240558,50055002
42240669,40108592
42241161,42096920
42241296,40131847
42241367,41644614
42241591,42218729
42241648,41251333
42241704,42444845
42241769,40129448
42241843,40561477
42242122,42240578
42242235,40725131
42242268,41269287
42242604,40745085
42242664,40790108
42242755,50410524
42242825,40921767
42242848,42201157
42242921,40856128
42243070,40704440
42243121,63262
42243447,42458017
42243548,40106595
42243677,50659491
42243679,50264029
42243841,50044675
42243849,50114441
42243892,50331625
42243905,40058808
42244264,40992088
42244513,42227760
42244526,50304825
42244635,42308280
42244786,50524325
42244923,50739395
42244933,41676077
42244949,40170574
42245302,50207766
42245716,7780
42245743,41882412
42245956,42245286
42246011,40728417
42246129,42220880
42246169,40960588
42246353,40040212
42246512,42233240
42246527,41928440
42246551,50340469
42246590,40163464
42246602,41743434
42246616,40684971
42246650,40685420
42246700,41125634
42246754,40285062
42246844,41522449
42246889,40524215
42246905,41749555
42246922,41797719
42246969,40521539
42247016,42393038
42247023,40184248
42247096,41341075
42247118,41980096
42247121,41021048
42247131,42244191
42247193,40028715
42247258,40880849
42247270,40978863
42247738,41899524
42247798,41039404
42247830,35655
42247961,41737340
42248292,40298746
42248313,42248311
42248358,41469416
42248480,40412821
42248674,50245279
42248807,40962269
42248834,40902013
42249078,42071574
42249084,41668525
42249140,42249125
42249296,40917442
42249329,50655994
42249706,40535157
42249787,50186162
42249793,42363154
42249925,40128557
42250008,40537061
42250068,40660341
42250176,40144921
42250332,50252127
42250409,30626
42250788,41254745
42251219,41479297
42251393,50131182
42251399,40440222
42251620,50308186
42251748,50203098
42251854,42250981
42252007,40048403
42252028,42257508
42252161,41619018
42252288,22185
42252440,42249686
42252531,42121800
42252913,42240576
42252940,41652711
42253018,40935020
42253366,41597180
42253742,42205439
42254073,41565561
42254177,41127633
42254656,40724933
42254898,40620754
42255004,50332397
42255134,42137097
42255161,50544289
42255171,40300272
42255217,40644551
42255683,41772226
42255706,42452489
42255842,40742621
42256352,42103322
42256504,41175434
42256560,41440617
42256735,40218769
42256774,40737177
42256890,40795676
42257048,41102094
42257172,40697212
42257209,40589006
42257216,42164024
42257239,40710312
42257285,42152602
42257363,42234008
42257455,41583897
42257552,50717549
42257590,42244608
42257710,40492163
42257728,40086032
42257822,40029808
42257840,40486357
42257851,41503951
42258266,40284411
42258290,45186
42258420,42258412
42258445,40709654
42258615,40819470
42259037,40597985
42259123,40477199
42259193,42320407
42259248,40731121
42259266,40202972
42259398,40002653
42259444,41177253
42259474,40757880
42259494,40476760
42259519,40047046
42259610,40422206
42259774,50252841
42259801,40745834
42260,50370318
42260076,42257247
42260190,42090327
42260255,42104080
42260395,42190606
42260558,40411802
42260569,41564497
42260771,42215711
42260782,41402518
42260871,41620890
42260969,40506960
42261041,41756364
42261200,40587394
42261205,50346306
42261282,50358937
42261489,50521387
42261546,40891883
42261568,50323988
42261593,50166183
42261626,41515629
42261761,41878575
42262105,50401929
42262239,42130959
42262259,40081849
42262286,40502429
42262320,40211095
42262351,40980896
42262360,41866144
42262390,42101778
42262420,35515
42262566,42004044
42262580,42160672
42262852,41298785
42263063,41199030
42263142,42332308
42263483,40429795
42263657,40728539
42263718,42179723
42263968,40962296
42264063,40469999
42264088,50515527
42264320,50377242
42264336,41463503
42264423,36368
42264455,40176898
42264733,40526968
42264958,42046486
42264958,50384897
42265162,41480601
42265374,42161252
42265580,41688202
42265777,42223966
42265885,41782939
42266148,50542913
42266184,40133973
42266673,40898129
42266678,42266656
42266687,42458803
42266726,18624
42266735,42266735
42266735,50411849
42267440,40709760
42267636,42267607
42267686,40471078
42267832,50167316
42267894,50244866
42267913,40699356
42268027,50700596
42268079,42031783
42268175,40194797
42268358,41056643
42268424,40545870
42268825,41267211
42268835,42264138
42268935,42397033
42268999,41722447
42269131,40016643
42269344,40908584
42269387,41184445
42269485,41647028
42269531,40065025
42269616,40871504
42269699,50413422
42269946,41540463
42270068,15866
42270129,41476356
42270539,42265635
42270541,40497409
42270587,40049820
42270623,50565681
42270898,41514494
42270937,40535190
42270950,50394125
42270964,40028691
42270986,42141174
42271284,41726653
42271411,50668951
42271566,41014620
42271597,42453040
42271597,42395551
42271781,41233269
42271830,40567099
42272043,40230680
42272147,42218560
42272166,42465197
42272513,50617228
42272653,50174847
42272815,41698625
42272931,41907252
42272933,50521724
42273011,41182212
42273025,39316
42273365,40568166
42273473,40296927
42273518,50163179
42273593,41434565
42273643,41480703
42273872,42088217
42273970,40602708
42274111,42118241
42274581,40177895
42274764,40727835
42275012,50009987
42275081,40570917
42275196,1668
42275196,30002683
42275198,40072074
42275356,41456117
42275399,50393488
42275416,40320162
42275539,40590499
42275582,41801902
42275761,40555350
42275771,40155664
42276016,40516889
42276076,42276076
42276076,42482778
42276148,40821997
42276193,40473033
42276295,42487693
42276388,41160937
42276425,42222007
42276577,50545484
42276616,40519342
42276671,42444230
42276682,42142613
42276787,40850284
42276904,41078283
42276937,41644615
42276979,40269130
42277226,40331987
42277251,40814440
42277335,42232156
