catalogcode,name,description,start_date,stop_date,apply_special_shipping,special_shipping_price,currency,allow_coupons
31183,Twitter - Content - 1540,Twitter - Content - 1540,01/22/2013,01/22/2014,0,0,USD,1
31184,Twitter - Content - 1546,Twitter - Content - 1546,01/22/2013,01/22/2014,0,0,USD,1
31185,Twitter - Content - 1551,Twitter - Content - 1551,01/22/2013,01/22/2014,0,0,USD,1
31186,Twitter - Content - 1557,Twitter - Content - 1557,01/22/2013,01/22/2014,0,0,USD,1
31187,Twitter - Content - 1564,Twitter - Content - 1564,01/22/2013,01/22/2014,0,0,USD,1
31188,Twitter - Content - 1573,Twitter - Content - 1573,01/22/2013,01/22/2014,0,0,USD,1
31189,Twitter - Content - 1580,Twitter - Content - 1580,01/22/2013,01/22/2014,0,0,USD,1
31190,Twitter - Content - 1585,Twitter - Content - 1585,01/22/2013,01/22/2014,0,0,USD,1
31191,Twitter - Content - 1592,Twitter - Content - 1592,01/22/2013,01/22/2014,0,0,USD,1
31192,Twitter - Content - 1597,Twitter - Content - 1597,01/22/2013,01/22/2014,0,0,USD,1
31193,Twitter - Content - 1600,Twitter - Content - 1600,01/22/2013,01/22/2014,0,0,USD,1
31194,Twitter - Content - 1612,Twitter - Content - 1612,01/22/2013,01/22/2014,0,0,USD,1
31195,Twitter - Content - 1620,Twitter - Content - 1620,01/22/2013,01/22/2014,0,0,USD,1
31196,Twitter - Content - 1626,Twitter - Content - 1626,01/22/2013,01/22/2014,0,0,USD,1
31197,Twitter - Content - 1651,Twitter - Content - 1651,01/22/2013,01/22/2014,0,0,USD,1
31198,Twitter - Content - 1663,Twitter - Content - 1663,01/22/2013,01/22/2014,0,0,USD,1
31199,Twitter - Content - 1674,Twitter - Content - 1674,01/22/2013,01/22/2014,0,0,USD,1
31200,Twitter - Content - 1682,Twitter - Content - 1682,01/22/2013,01/22/2014,0,0,USD,1
31201,Twitter - Content - 1686,Twitter - Content - 1686,01/22/2013,01/22/2014,0,0,USD,1
31202,Twitter - Content - 1691,Twitter - Content - 1691,01/22/2013,01/22/2014,0,0,USD,1
31203,Twitter - Content - 1700,Twitter - Content - 1700,01/22/2013,01/22/2014,0,0,USD,1
31204,Twitter - Content - 1720,Twitter - Content - 1720,01/22/2013,01/22/2014,0,0,USD,1
31205,Twitter - Content - 1730,Twitter - Content - 1730,01/22/2013,01/22/2014,0,0,USD,1
31206,Twitter - Content - 1750,Twitter - Content - 1750,01/22/2013,01/22/2014,0,0,USD,1
31207,Twitter - Content - 1796,Twitter - Content - 1796,01/22/2013,01/22/2014,0,0,USD,1
31208,Twitter - Content - 1810,Twitter - Content - 1810,01/22/2013,01/22/2014,0,0,USD,1
31209,Twitter - Content - 1816,Twitter - Content - 1816,01/22/2013,01/22/2014,0,0,USD,1
31210,Twitter - Content - 1823,Twitter - Content - 1823,01/22/2013,01/22/2014,0,0,USD,1
31211,Twitter - Content - 1830,Twitter - Content - 1830,01/22/2013,01/22/2014,0,0,USD,1
31212,Twitter - Content - 1841,Twitter - Content - 1841,01/22/2013,01/22/2014,0,0,USD,1
31213,Twitter - Content - 1846,Twitter - Content - 1846,01/22/2013,01/22/2014,0,0,USD,1
31214,Twitter - Content - 1852,Twitter - Content - 1852,01/22/2013,01/22/2014,0,0,USD,1
31215,Twitter - Content - 1884,Twitter - Content - 1884,01/22/2013,01/22/2014,0,0,USD,1
31216,Twitter - Content - 1911,Twitter - Content - 1911,01/22/2013,01/22/2014,0,0,USD,1
31217,Twitter - Content - 1924,Twitter - Content - 1924,01/22/2013,01/22/2014,0,0,USD,1
31218,Twitter - Content - 1933,Twitter - Content - 1933,01/22/2013,01/22/2014,0,0,USD,1
31219,Twitter - Content - 1950,Twitter - Content - 1950,01/22/2013,01/22/2014,0,0,USD,1
31220,Twitter - Content - 1960,Twitter - Content - 1960,01/22/2013,01/22/2014,0,0,USD,1
31221,Twitter - Content - 1965,Twitter - Content - 1965,01/22/2013,01/22/2014,0,0,USD,1
31222,Twitter - Content - 1970,Twitter - Content - 1970,01/22/2013,01/22/2014,0,0,USD,1
31223,Twitter - Content - 1981,Twitter - Content - 1981,01/22/2013,01/22/2014,0,0,USD,1
31224,Twitter - Content - 1986,Twitter - Content - 1986,01/22/2013,01/22/2014,0,0,USD,1
31225,Twitter - Content - 2031,Twitter - Content - 2031,01/22/2013,01/22/2014,0,0,USD,1
31226,Twitter - Content - 2044,Twitter - Content - 2044,01/22/2013,01/22/2014,0,0,USD,1
31227,Twitter - Content - 2100,Twitter - Content - 2100,01/22/2013,01/22/2014,0,0,USD,1
31228,Twitter - Content - 2112,Twitter - Content - 2112,01/22/2013,01/22/2014,0,0,USD,1
31229,Twitter - Content - 2120,Twitter - Content - 2120,01/22/2013,01/22/2014,0,0,USD,1
31230,Twitter - Content - 2133,Twitter - Content - 2133,01/22/2013,01/22/2014,0,0,USD,1
31231,Twitter - Content - 2140,Twitter - Content - 2140,01/22/2013,01/22/2014,0,0,USD,1
31232,Twitter - Content - 2154,Twitter - Content - 2154,01/22/2013,01/22/2014,0,0,USD,1
31233,Twitter - Content - 2161,Twitter - Content - 2161,01/22/2013,01/22/2014,0,0,USD,1
31234,Twitter - Content - 2180,Twitter - Content - 2180,01/22/2013,01/22/2014,0,0,USD,1
31235,Twitter - Content - 2198,Twitter - Content - 2198,01/22/2013,01/22/2014,0,0,USD,1
31236,Twitter - Content - 2212,Twitter - Content - 2212,01/22/2013,01/22/2014,0,0,USD,1
31237,Twitter - Content - 2250,Twitter - Content - 2250,01/22/2013,01/22/2014,0,0,USD,1
31238,Twitter - Content - 2270,Twitter - Content - 2270,01/22/2013,01/22/2014,0,0,USD,1
31239,Twitter - Content - 2300,Twitter - Content - 2300,01/22/2013,01/22/2014,0,0,USD,1
31240,Twitter - Content - 2310,Twitter - Content - 2310,01/22/2013,01/22/2014,0,0,USD,1
31241,Twitter - Content - 2317,Twitter - Content - 2317,01/22/2013,01/22/2014,0,0,USD,1
31242,Twitter - Content - 2332,Twitter - Content - 2332,01/22/2013,01/22/2014,0,0,USD,1
31243,Twitter - Content - 2336,Twitter - Content - 2336,01/22/2013,01/22/2014,0,0,USD,1
31244,Twitter - Content - 2353,Twitter - Content - 2353,01/22/2013,01/22/2014,0,0,USD,1
31245,Twitter - Content - 2368,Twitter - Content - 2368,01/22/2013,01/22/2014,0,0,USD,1
31246,Twitter - Content - 2390,Twitter - Content - 2390,01/22/2013,01/22/2014,0,0,USD,1
31247,Twitter - Content - 2400,Twitter - Content - 2400,01/22/2013,01/22/2014,0,0,USD,1
31248,Twitter - Content - 2429,Twitter - Content - 2429,01/22/2013,01/22/2014,0,0,USD,1
31249,Twitter - Content - 2477,Twitter - Content - 2477,01/22/2013,01/22/2014,0,0,USD,1
31250,Twitter - Content - 2527,Twitter - Content - 2527,01/22/2013,01/22/2014,0,0,USD,1
31251,Twitter - Content - 2539,Twitter - Content - 2539,01/22/2013,01/22/2014,0,0,USD,1
31252,Twitter - Content - 2567,Twitter - Content - 2567,01/22/2013,01/22/2014,0,0,USD,1
31253,Twitter - Content - 2598,Twitter - Content - 2598,01/22/2013,01/22/2014,0,0,USD,1
31254,Twitter - Content - 2752,Twitter - Content - 2752,01/22/2013,01/22/2014,0,0,USD,1
31255,Twitter - Content - 2830,Twitter - Content - 2830,01/22/2013,01/22/2014,0,0,USD,1
31256,Twitter - Content - 2937,Twitter - Content - 2937,01/22/2013,01/22/2014,0,0,USD,1
31257,Twitter - Content - 2997,Twitter - Content - 2997,01/22/2013,01/22/2014,0,0,USD,1
31258,Twitter - Content - 3117,Twitter - Content - 3117,01/22/2013,01/22/2014,0,0,USD,1
31259,Twitter - Content - 3130,Twitter - Content - 3130,01/22/2013,01/22/2014,0,0,USD,1
31260,Twitter - Content - 3150,Twitter - Content - 3150,01/22/2013,01/22/2014,0,0,USD,1
31261,Twitter - Content - 3174,Twitter - Content - 3174,01/22/2013,01/22/2014,0,0,USD,1
31262,Twitter - Content - 3180,Twitter - Content - 3180,01/22/2013,01/22/2014,0,0,USD,1
31263,Twitter - Content - 3231,Twitter - Content - 3231,01/22/2013,01/22/2014,0,0,USD,1
31264,Twitter - Content - 3300,Twitter - Content - 3300,01/22/2013,01/22/2014,0,0,USD,1
31265,Twitter - Content - 3310,Twitter - Content - 3310,01/22/2013,01/22/2014,0,0,USD,1
31266,Twitter - Content - 3317,Twitter - Content - 3317,01/22/2013,01/22/2014,0,0,USD,1
31267,Twitter - Content - 3340,Twitter - Content - 3340,01/22/2013,01/22/2014,0,0,USD,1
31268,Twitter - Content - 3356,Twitter - Content - 3356,01/22/2013,01/22/2014,0,0,USD,1
31269,Twitter - Content - 3372,Twitter - Content - 3372,01/22/2013,01/22/2014,0,0,USD,1
31270,Twitter - Content - 3390,Twitter - Content - 3390,01/22/2013,01/22/2014,0,0,USD,1
31271,Twitter - Content - 3410,Twitter - Content - 3410,01/22/2013,01/22/2014,0,0,USD,1
31272,Twitter - Content - 3430,Twitter - Content - 3430,01/22/2013,01/22/2014,0,0,USD,1
31273,Twitter - Content - 3460,Twitter - Content - 3460,01/22/2013,01/22/2014,0,0,USD,1
31274,Twitter - Content - 3466,Twitter - Content - 3466,01/22/2013,01/22/2014,0,0,USD,1
31275,Twitter - Content - 3480,Twitter - Content - 3480,01/22/2013,01/22/2014,0,0,USD,1
31276,Twitter - Content - 3588,Twitter - Content - 3588,01/22/2013,01/22/2014,0,0,USD,1
31277,Twitter - Content - 3650,Twitter - Content - 3650,01/22/2013,01/22/2014,0,0,USD,1
31278,Twitter - Content - 3742,Twitter - Content - 3742,01/22/2013,01/22/2014,0,0,USD,1
31279,Twitter - Content - 3757,Twitter - Content - 3757,01/22/2013,01/22/2014,0,0,USD,1
31280,Twitter - Content - 3810,Twitter - Content - 3810,01/22/2013,01/22/2014,0,0,USD,1
31281,Twitter - Content - 3850,Twitter - Content - 3850,01/22/2013,01/22/2014,0,0,USD,1
31282,Twitter - Content - 3870,Twitter - Content - 3870,01/22/2013,01/22/2014,0,0,USD,1
31283,Twitter - Content - 3890,Twitter - Content - 3890,01/22/2013,01/22/2014,0,0,USD,1
31284,Twitter - Content - 3910,Twitter - Content - 3910,01/22/2013,01/22/2014,0,0,USD,1
31285,Twitter - Content - 3940,Twitter - Content - 3940,01/22/2013,01/22/2014,0,0,USD,1
31286,Twitter - Content - 3970,Twitter - Content - 3970,01/22/2013,01/22/2014,0,0,USD,1
31287,Twitter - Content - 4100,Twitter - Content - 4100,01/22/2013,01/22/2014,0,0,USD,1
31288,Twitter - Content - 4117,Twitter - Content - 4117,01/22/2013,01/22/2014,0,0,USD,1
31289,Twitter - Content - 4123,Twitter - Content - 4123,01/22/2013,01/22/2014,0,0,USD,1
31290,Twitter - Content - 4168,Twitter - Content - 4168,01/22/2013,01/22/2014,0,0,USD,1
31291,Twitter - Content - 4200,Twitter - Content - 4200,01/22/2013,01/22/2014,0,0,USD,1
31292,Twitter - Content - 4235,Twitter - Content - 4235,01/22/2013,01/22/2014,0,0,USD,1
31293,Twitter - Content - 4242,Twitter - Content - 4242,01/22/2013,01/22/2014,0,0,USD,1
31294,Twitter - Content - 4244,Twitter - Content - 4244,01/22/2013,01/22/2014,0,0,USD,1
31295,Twitter - Content - 4278,Twitter - Content - 4278,01/22/2013,01/22/2014,0,0,USD,1
31296,Twitter - Content - 4294,Twitter - Content - 4294,01/22/2013,01/22/2014,0,0,USD,1
31297,Twitter - Content - 4311,Twitter - Content - 4311,01/22/2013,01/22/2014,0,0,USD,1
31298,Twitter - Content - 4320,Twitter - Content - 4320,01/22/2013,01/22/2014,0,0,USD,1
31299,Twitter - Content - 4360,Twitter - Content - 4360,01/22/2013,01/22/2014,0,0,USD,1
31300,Twitter - Content - 4413,Twitter - Content - 4413,01/22/2013,01/22/2014,0,0,USD,1
31301,Twitter - Content - 4423,Twitter - Content - 4423,01/22/2013,01/22/2014,0,0,USD,1
31302,Twitter - Content - 4427,Twitter - Content - 4427,01/22/2013,01/22/2014,0,0,USD,1
31303,Twitter - Content - 4433,Twitter - Content - 4433,01/22/2013,01/22/2014,0,0,USD,1
31304,Twitter - Content - 4453,Twitter - Content - 4453,01/22/2013,01/22/2014,0,0,USD,1
31305,Twitter - Content - 4460,Twitter - Content - 4460,01/22/2013,01/22/2014,0,0,USD,1
31306,Twitter - Content - 4460,Twitter - Content - 4460,01/22/2013,01/22/2014,0,0,USD,1
31307,Twitter - Content - 4473,Twitter - Content - 4473,01/22/2013,01/22/2014,0,0,USD,1
31308,Twitter - Content - 4477,Twitter - Content - 4477,01/22/2013,01/22/2014,0,0,USD,1
31309,Twitter - Content - 4537,Twitter - Content - 4537,01/22/2013,01/22/2014,0,0,USD,1
31310,Twitter - Content - 4600,Twitter - Content - 4600,01/22/2013,01/22/2014,0,0,USD,1
31311,Twitter - Content - 4610,Twitter - Content - 4610,01/22/2013,01/22/2014,0,0,USD,1
31312,Twitter - Content - 4617,Twitter - Content - 4617,01/22/2013,01/22/2014,0,0,USD,1
31313,Twitter - Content - 4620,Twitter - Content - 4620,01/22/2013,01/22/2014,0,0,USD,1
31314,Twitter - Content - 4636,Twitter - Content - 4636,01/22/2013,01/22/2014,0,0,USD,1
31315,Twitter - Content - 4647,Twitter - Content - 4647,01/22/2013,01/22/2014,0,0,USD,1
31316,Twitter - Content - 4652,Twitter - Content - 4652,01/22/2013,01/22/2014,0,0,USD,1
31317,Twitter - Content - 4670,Twitter - Content - 4670,01/22/2013,01/22/2014,0,0,USD,1
31318,Twitter - Content - 4680,Twitter - Content - 4680,01/22/2013,01/22/2014,0,0,USD,1
31319,Twitter - Content - 4691,Twitter - Content - 4691,01/22/2013,01/22/2014,0,0,USD,1
31320,Twitter - Content - 4790,Twitter - Content - 4790,01/22/2013,01/22/2014,0,0,USD,1
31321,Twitter - Content - 4812,Twitter - Content - 4812,01/22/2013,01/22/2014,0,0,USD,1
31322,Twitter - Content - 4820,Twitter - Content - 4820,01/22/2013,01/22/2014,0,0,USD,1
31323,Twitter - Content - 4855,Twitter - Content - 4855,01/22/2013,01/22/2014,0,0,USD,1
31324,Twitter - Content - 4863,Twitter - Content - 4863,01/22/2013,01/22/2014,0,0,USD,1
31325,Twitter - Content - 4878,Twitter - Content - 4878,01/22/2013,01/22/2014,0,0,USD,1
31326,Twitter - Content - 4880,Twitter - Content - 4880,01/22/2013,01/22/2014,0,0,USD,1
31327,Twitter - Content - 5133,Twitter - Content - 5133,01/22/2013,01/22/2014,0,0,USD,1
31328,Twitter - Content - 5181,Twitter - Content - 5181,01/22/2013,01/22/2014,0,0,USD,1
31329,Twitter - Content - 5511,Twitter - Content - 5511,01/22/2013,01/22/2014,0,0,USD,1
31330,Twitter - Content - 5574,Twitter - Content - 5574,01/22/2013,01/22/2014,0,0,USD,1
31331,Twitter - Content - 5610,Twitter - Content - 5610,01/22/2013,01/22/2014,0,0,USD,1
31332,Twitter - Content - 5620,Twitter - Content - 5620,01/22/2013,01/22/2014,0,0,USD,1
31333,Twitter - Content - 5630,Twitter - Content - 5630,01/22/2013,01/22/2014,0,0,USD,1
31334,Twitter - Content - 5657,Twitter - Content - 5657,01/22/2013,01/22/2014,0,0,USD,1
31335,Twitter - Content - 5665,Twitter - Content - 5665,01/22/2013,01/22/2014,0,0,USD,1
31336,Twitter - Content - 5724,Twitter - Content - 5724,01/22/2013,01/22/2014,0,0,USD,1
31337,Twitter - Content - 5892,Twitter - Content - 5892,01/22/2013,01/22/2014,0,0,USD,1
31338,Twitter - Content - 5913,Twitter - Content - 5913,01/22/2013,01/22/2014,0,0,USD,1
31339,Twitter - Content - 5932,Twitter - Content - 5932,01/22/2013,01/22/2014,0,0,USD,1
31340,Twitter - Content - 5943,Twitter - Content - 5943,01/22/2013,01/22/2014,0,0,USD,1
31341,Twitter - Content - 5964,Twitter - Content - 5964,01/22/2013,01/22/2014,0,0,USD,1
31342,Twitter - Content - 6100,Twitter - Content - 6100,01/22/2013,01/22/2014,0,0,USD,1
31343,Twitter - Content - 6101,Twitter - Content - 6101,01/22/2013,01/22/2014,0,0,USD,1
31344,Twitter - Content - 6102,Twitter - Content - 6102,01/22/2013,01/22/2014,0,0,USD,1
31345,Twitter - Content - 6103,Twitter - Content - 6103,01/22/2013,01/22/2014,0,0,USD,1
31346,Twitter - Content - 6104,Twitter - Content - 6104,01/22/2013,01/22/2014,0,0,USD,1
31347,Twitter - Content - 6105,Twitter - Content - 6105,01/22/2013,01/22/2014,0,0,USD,1
31348,Twitter - Content - 6121,Twitter - Content - 6121,01/22/2013,01/22/2014,0,0,USD,1
31349,Twitter - Content - 6130,Twitter - Content - 6130,01/22/2013,01/22/2014,0,0,USD,1
31350,Twitter - Content - 6172,Twitter - Content - 6172,01/22/2013,01/22/2014,0,0,USD,1
31351,Twitter - Content - 6206,Twitter - Content - 6206,01/22/2013,01/22/2014,0,0,USD,1
31352,Twitter - Content - 6220,Twitter - Content - 6220,01/22/2013,01/22/2014,0,0,USD,1
31353,Twitter - Content - 6234,Twitter - Content - 6234,01/22/2013,01/22/2014,0,0,USD,1
31354,Twitter - Content - 6240,Twitter - Content - 6240,01/22/2013,01/22/2014,0,0,USD,1
31355,Twitter - Content - 6252,Twitter - Content - 6252,01/22/2013,01/22/2014,0,0,USD,1
31356,Twitter - Content - 6260,Twitter - Content - 6260,01/22/2013,01/22/2014,0,0,USD,1
31357,Twitter - Content - 6299,Twitter - Content - 6299,01/22/2013,01/22/2014,0,0,USD,1
31358,Twitter - Content - 6312,Twitter - Content - 6312,01/22/2013,01/22/2014,0,0,USD,1
31359,Twitter - Content - 6340,Twitter - Content - 6340,01/22/2013,01/22/2014,0,0,USD,1
31360,Twitter - Content - 6362,Twitter - Content - 6362,01/22/2013,01/22/2014,0,0,USD,1
31361,Twitter - Content - 6380,Twitter - Content - 6380,01/22/2013,01/22/2014,0,0,USD,1
31362,Twitter - Content - 6423,Twitter - Content - 6423,01/22/2013,01/22/2014,0,0,USD,1
31363,Twitter - Content - 6433,Twitter - Content - 6433,01/22/2013,01/22/2014,0,0,USD,1
31364,Twitter - Content - 6450,Twitter - Content - 6450,01/22/2013,01/22/2014,0,0,USD,1
31365,Twitter - Content - 6457,Twitter - Content - 6457,01/22/2013,01/22/2014,0,0,USD,1
31366,Twitter - Content - 6481,Twitter - Content - 6481,01/22/2013,01/22/2014,0,0,USD,1
31367,Twitter - Content - 6537,Twitter - Content - 6537,01/22/2013,01/22/2014,0,0,USD,1
31368,Twitter - Content - 6577,Twitter - Content - 6577,01/22/2013,01/22/2014,0,0,USD,1
31369,Twitter - Content - 6593,Twitter - Content - 6593,01/22/2013,01/22/2014,0,0,USD,1
31370,Twitter - Content - 6610,Twitter - Content - 6610,01/22/2013,01/22/2014,0,0,USD,1
31371,Twitter - Content - 6627,Twitter - Content - 6627,01/22/2013,01/22/2014,0,0,USD,1
31372,Twitter - Content - 6633,Twitter - Content - 6633,01/22/2013,01/22/2014,0,0,USD,1
31373,Twitter - Content - 6640,Twitter - Content - 6640,01/22/2013,01/22/2014,0,0,USD,1
31374,Twitter - Content - 6672,Twitter - Content - 6672,01/22/2013,01/22/2014,0,0,USD,1
31375,Twitter - Content - 6810,Twitter - Content - 6810,01/22/2013,01/22/2014,0,0,USD,1
31376,Twitter - Content - 6891,Twitter - Content - 6891,01/22/2013,01/22/2014,0,0,USD,1
31377,Twitter - Content - 7100,Twitter - Content - 7100,01/22/2013,01/22/2014,0,0,USD,1
31378,Twitter - Content - 7111,Twitter - Content - 7111,01/22/2013,01/22/2014,0,0,USD,1
31379,Twitter - Content - 7126,Twitter - Content - 7126,01/22/2013,01/22/2014,0,0,USD,1
31380,Twitter - Content - 7130,Twitter - Content - 7130,01/22/2013,01/22/2014,0,0,USD,1
31381,Twitter - Content - 7140,Twitter - Content - 7140,01/22/2013,01/22/2014,0,0,USD,1
31382,Twitter - Content - 7150,Twitter - Content - 7150,01/22/2013,01/22/2014,0,0,USD,1
31383,Twitter - Content - 7158,Twitter - Content - 7158,01/22/2013,01/22/2014,0,0,USD,1
31384,Twitter - Content - 7170,Twitter - Content - 7170,01/22/2013,01/22/2014,0,0,USD,1
31385,Twitter - Content - 7175,Twitter - Content - 7175,01/22/2013,01/22/2014,0,0,USD,1
31386,Twitter - Content - 7180,Twitter - Content - 7180,01/22/2013,01/22/2014,0,0,USD,1
31387,Twitter - Content - 7187,Twitter - Content - 7187,01/22/2013,01/22/2014,0,0,USD,1
31388,Twitter - Content - 7210,Twitter - Content - 7210,01/22/2013,01/22/2014,0,0,USD,1
31389,Twitter - Content - 7237,Twitter - Content - 7237,01/22/2013,01/22/2014,0,0,USD,1
31390,Twitter - Content - 7240,Twitter - Content - 7240,01/22/2013,01/22/2014,0,0,USD,1
31391,Twitter - Content - 7250,Twitter - Content - 7250,01/22/2013,01/22/2014,0,0,USD,1
31392,Twitter - Content - 7261,Twitter - Content - 7261,01/22/2013,01/22/2014,0,0,USD,1
31393,Twitter - Content - 7270,Twitter - Content - 7270,01/22/2013,01/22/2014,0,0,USD,1
31394,Twitter - Content - 7290,Twitter - Content - 7290,01/22/2013,01/22/2014,0,0,USD,1
31395,Twitter - Content - 7318,Twitter - Content - 7318,01/22/2013,01/22/2014,0,0,USD,1
31396,Twitter - Content - 7330,Twitter - Content - 7330,01/22/2013,01/22/2014,0,0,USD,1
31397,Twitter - Content - 7510,Twitter - Content - 7510,01/22/2013,01/22/2014,0,0,USD,1
31398,Twitter - Content - 7544,Twitter - Content - 7544,01/22/2013,01/22/2014,0,0,USD,1
31399,Twitter - Content - 7640,Twitter - Content - 7640,01/22/2013,01/22/2014,0,0,USD,1
31400,Twitter - Content - 7868,Twitter - Content - 7868,01/22/2013,01/22/2014,0,0,USD,1
31401,Twitter - Content - 7901,Twitter - Content - 7901,01/22/2013,01/22/2014,0,0,USD,1
31402,Twitter - Content - 8050,Twitter - Content - 8050,01/22/2013,01/22/2014,0,0,USD,1
31403,Twitter - Content - 8080,Twitter - Content - 8080,01/22/2013,01/22/2014,0,0,USD,1
31404,Twitter - Content - 8090,Twitter - Content - 8090,01/22/2013,01/22/2014,0,0,USD,1
31405,Twitter - Content - 8100,Twitter - Content - 8100,01/22/2013,01/22/2014,0,0,USD,1
31406,Twitter - Content - 8122,Twitter - Content - 8122,01/22/2013,01/22/2014,0,0,USD,1
31407,Twitter - Content - 8128,Twitter - Content - 8128,01/22/2013,01/22/2014,0,0,USD,1
31408,Twitter - Content - 8190,Twitter - Content - 8190,01/22/2013,01/22/2014,0,0,USD,1
31409,Twitter - Content - 8210,Twitter - Content - 8210,01/22/2013,01/22/2014,0,0,USD,1
31410,Twitter - Content - 8215,Twitter - Content - 8215,01/22/2013,01/22/2014,0,0,USD,1
31411,Twitter - Content - 8232,Twitter - Content - 8232,01/22/2013,01/22/2014,0,0,USD,1
31412,Twitter - Content - 8267,Twitter - Content - 8267,01/22/2013,01/22/2014,0,0,USD,1
31413,Twitter - Content - 8270,Twitter - Content - 8270,01/22/2013,01/22/2014,0,0,USD,1
31414,Twitter - Content - 8276,Twitter - Content - 8276,01/22/2013,01/22/2014,0,0,USD,1
31415,Twitter - Content - 8280,Twitter - Content - 8280,01/22/2013,01/22/2014,0,0,USD,1
31416,Twitter - Content - 8296,Twitter - Content - 8296,01/22/2013,01/22/2014,0,0,USD,1
31417,Twitter - Content - 8313,Twitter - Content - 8313,01/22/2013,01/22/2014,0,0,USD,1
31418,Twitter - Content - 8320,Twitter - Content - 8320,01/22/2013,01/22/2014,0,0,USD,1
31419,Twitter - Content - 8370,Twitter - Content - 8370,01/22/2013,01/22/2014,0,0,USD,1
31420,Twitter - Content - 8380,Twitter - Content - 8380,01/22/2013,01/22/2014,0,0,USD,1
31421,Twitter - Content - 8410,Twitter - Content - 8410,01/22/2013,01/22/2014,0,0,USD,1
31422,Twitter - Content - 8422,Twitter - Content - 8422,01/22/2013,01/22/2014,0,0,USD,1
31423,Twitter - Content - 8467,Twitter - Content - 8467,01/22/2013,01/22/2014,0,0,USD,1
31424,Twitter - Content - 8470,Twitter - Content - 8470,01/22/2013,01/22/2014,0,0,USD,1
31425,Twitter - Content - 8480,Twitter - Content - 8480,01/22/2013,01/22/2014,0,0,USD,1
31426,Twitter - Content - 8490,Twitter - Content - 8490,01/22/2013,01/22/2014,0,0,USD,1
31427,Twitter - Content - 8500,Twitter - Content - 8500,01/22/2013,01/22/2014,0,0,USD,1
31428,Twitter - Content - 8510,Twitter - Content - 8510,01/22/2013,01/22/2014,0,0,USD,1
31429,Twitter - Content - 8514,Twitter - Content - 8514,01/22/2013,01/22/2014,0,0,USD,1
31430,Twitter - Content - 8520,Twitter - Content - 8520,01/22/2013,01/22/2014,0,0,USD,1
31431,Twitter - Content - 8530,Twitter - Content - 8530,01/22/2013,01/22/2014,0,0,USD,1
31432,Twitter - Content - 8540,Twitter - Content - 8540,01/22/2013,01/22/2014,0,0,USD,1
31433,Twitter - Content - 8557,Twitter - Content - 8557,01/22/2013,01/22/2014,0,0,USD,1
31434,Twitter - Content - 8561,Twitter - Content - 8561,01/22/2013,01/22/2014,0,0,USD,1
31435,Twitter - Content - 8570,Twitter - Content - 8570,01/22/2013,01/22/2014,0,0,USD,1
31436,Twitter - Content - 8580,Twitter - Content - 8580,01/22/2013,01/22/2014,0,0,USD,1
31437,Twitter - Content - 8588,Twitter - Content - 8588,01/22/2013,01/22/2014,0,0,USD,1
31438,Twitter - Content - 8593,Twitter - Content - 8593,01/22/2013,01/22/2014,0,0,USD,1
31439,Twitter - Content - 8598,Twitter - Content - 8598,01/22/2013,01/22/2014,0,0,USD,1
31440,Twitter - Content - 8617,Twitter - Content - 8617,01/22/2013,01/22/2014,0,0,USD,1
31441,Twitter - Content - 8678,Twitter - Content - 8678,01/22/2013,01/22/2014,0,0,USD,1
31442,Twitter - Content - 8700,Twitter - Content - 8700,01/22/2013,01/22/2014,0,0,USD,1
31443,Twitter - Content - 8818,Twitter - Content - 8818,01/22/2013,01/22/2014,0,0,USD,1
31444,Twitter - Content - 8820,Twitter - Content - 8820,01/22/2013,01/22/2014,0,0,USD,1
31445,Twitter - Content - 8870,Twitter - Content - 8870,01/22/2013,01/22/2014,0,0,USD,1
31446,Twitter - Content - 8894,Twitter - Content - 8894,01/22/2013,01/22/2014,0,0,USD,1
31447,Twitter - Content - 8922,Twitter - Content - 8922,01/22/2013,01/22/2014,0,0,USD,1
31448,Twitter - Content - 9123,Twitter - Content - 9123,01/22/2013,01/22/2014,0,0,USD,1
31449,Twitter - Content - 9144,Twitter - Content - 9144,01/22/2013,01/22/2014,0,0,USD,1
31450,Twitter - Content - 9162,Twitter - Content - 9162,01/22/2013,01/22/2014,0,0,USD,1
31451,Twitter - Content - 9171,Twitter - Content - 9171,01/22/2013,01/22/2014,0,0,USD,1
31452,Twitter - Content - 9176,Twitter - Content - 9176,01/22/2013,01/22/2014,0,0,USD,1
31453,Twitter - Content - 9331,Twitter - Content - 9331,01/22/2013,01/22/2014,0,0,USD,1
31454,Twitter - Content - 9344,Twitter - Content - 9344,01/22/2013,01/22/2014,0,0,USD,1
31455,Twitter - Content - 9352,Twitter - Content - 9352,01/22/2013,01/22/2014,0,0,USD,1
31456,Twitter - Content - 9382,Twitter - Content - 9382,01/22/2013,01/22/2014,0,0,USD,1
31457,Twitter - Content - 9422,Twitter - Content - 9422,01/22/2013,01/22/2014,0,0,USD,1
31458,Twitter - Content - 9456,Twitter - Content - 9456,01/22/2013,01/22/2014,0,0,USD,1
31459,Twitter - Content - 9231,Twitter - Content - 9231,01/22/2013,01/22/2014,0,0,USD,1
31460,Twitter - Content - 9253,Twitter - Content - 9253,01/22/2013,01/22/2014,0,0,USD,1
31461,Twitter - Content - 8276,Twitter - Content - 8276,01/22/2013,01/22/2014,0,0,USD,1
