catalogcode,name,description,start_date,stop_date,apply_special_shipping,special_shipping_price,currency,allow_coupons
40271,Convertalog WK:02/02 VA PM5 Send: 03/03,Convertalog WK:02/02 VA PM5 Send: 03/03,02/26/2014,03/27/2014,0,0,USD,1
40272,Convertalog WK:02/16 VA PM5 Send: 03/17,Convertalog WK:02/16 VA PM5 Send: 03/17,03/12/2014,04/10/2014,0,0,USD,1
40296,Convertalog WK:01/05 MC PM5 Send: 02/03,Convertalog WK:01/05 MC PM5 Send: 02/03,01/29/2014,02/27/2014,0,0,USD,1
40297,Convertalog WK:01/19 MC PM5 Send: 02/17,Convertalog WK:01/19 MC PM5 Send: 02/17,02/12/2014,03/13/2014,0,0,USD,1
40298,Convertalog WK:02/02 MC PM5 Send: 03/03,Convertalog WK:02/02 MC PM5 Send: 03/03,02/26/2014,03/27/2014,0,0,USD,1
40299,Convertalog WK:02/16 MC PM5 Send: 03/17,Convertalog WK:02/16 MC PM5 Send: 03/17,03/12/2014,04/10/2014,0,0,USD,1
40323,Welcome Email PM8 WK:12/29 Send: 01/08,Welcome Email PM8 WK:12/29 Send: 01/08,01/03/2014,02/06/2014,0,0,USD,1
40324,Welcome Email PM8 WK:01/05 Send: 01/15,Welcome Email PM8 WK:01/05 Send: 01/15,01/10/2014,02/13/2014,0,0,USD,1
40325,Welcome Email PM8 WK:01/12 Send: 01/22,Welcome Email PM8 WK:01/12 Send: 01/22,01/17/2014,02/20/2014,0,0,USD,1
40326,Welcome Email PM8 WK:01/19 Send: 01/29,Welcome Email PM8 WK:01/19 Send: 01/29,01/24/2014,02/27/2014,0,0,USD,1
40327,Welcome Email PM8 WK:01/26 Send: 02/05,Welcome Email PM8 WK:01/26 Send: 02/05,01/31/2014,03/06/2014,0,0,USD,1
40328,Welcome Email PM8 WK:02/02 Send: 02/12,Welcome Email PM8 WK:02/02 Send: 02/12,02/07/2014,03/13/2014,0,0,USD,1
40329,Welcome Email PM8 WK:02/09 Send: 02/19,Welcome Email PM8 WK:02/09 Send: 02/19,02/14/2014,03/20/2014,0,0,USD,1
40330,Welcome Email PM8 WK:02/16 Send: 02/26,Welcome Email PM8 WK:02/16 Send: 02/26,02/21/2014,03/27/2014,0,0,USD,1
40331,Welcome Email PM8 WK:02/23 Send: 03/05,Welcome Email PM8 WK:02/23 Send: 03/05,02/28/2014,04/03/2014,0,0,USD,1
40332,Welcome Email PM8 WK:03/02 Send: 03/12,Welcome Email PM8 WK:03/02 Send: 03/12,03/07/2014,04/10/2014,0,0,USD,1
40333,Welcome Email PM8 WK:03/09 Send: 03/19,Welcome Email PM8 WK:03/09 Send: 03/19,03/14/2014,04/17/2014,0,0,USD,1
40376,Your Reco Email PM8 WK:12/29 Send: 01/08,Your Reco Email PM8 WK:12/29 Send: 01/08,01/06/2014,01/12/2014,0,0,USD,1
40377,Your Reco Email PM8 WK:01/05 Send: 01/15,Your Reco Email PM8 WK:01/05 Send: 01/15,01/13/2014,01/19/2014,0,0,USD,1
40378,Your Reco Email PM8 WK:01/12 Send: 01/22,Your Reco Email PM8 WK:01/12 Send: 01/22,01/20/2014,01/26/2014,0,0,USD,1
40379,Your Reco Email PM8 WK:01/19 Send: 01/29,Your Reco Email PM8 WK:01/19 Send: 01/29,01/27/2014,02/02/2014,0,0,USD,1
40380,Your Reco Email PM8 WK:01/26 Send: 02/05,Your Reco Email PM8 WK:01/26 Send: 02/05,02/03/2014,02/09/2014,0,0,USD,1
40381,Your Reco Email PM8 WK:02/02 Send: 02/12,Your Reco Email PM8 WK:02/02 Send: 02/12,02/10/2014,02/16/2014,0,0,USD,1
40382,Your Reco Email PM8 WK:02/09 Send: 02/19,Your Reco Email PM8 WK:02/09 Send: 02/19,02/17/2014,02/23/2014,0,0,USD,1
40383,Your Reco Email PM8 WK:02/16 Send: 02/26,Your Reco Email PM8 WK:02/16 Send: 02/26,02/24/2014,03/02/2014,0,0,USD,1
40384,Your Reco Email PM8 WK:02/23 Send: 03/05,Your Reco Email PM8 WK:02/23 Send: 03/05,03/03/2014,03/09/2014,0,0,USD,1
40385,Your Reco Email PM8 WK:03/02 Send: 03/12,Your Reco Email PM8 WK:03/02 Send: 03/12,03/10/2014,03/16/2014,0,0,USD,1
40386,Your Reco Email PM8 WK:03/09 Send: 03/19,Your Reco Email PM8 WK:03/09 Send: 03/19,03/17/2014,03/23/2014,0,0,USD,1
40429,Your Account Email PM8 WK:12/29 Send: 01/11,Your Account Email PM8 WK:12/29 Send: 01/11,01/17/2014,02/06/2014,0,0,USD,1
40430,Your Account Email PM8 WK:01/05 Send: 01/18,Your Account Email PM8 WK:01/05 Send: 01/18,01/24/2014,02/13/2014,0,0,USD,1
40431,Your Account Email PM8 WK:01/12 Send: 01/25,Your Account Email PM8 WK:01/12 Send: 01/25,01/31/2014,02/20/2014,0,0,USD,1
40432,Your Account Email PM8 WK:01/19 Send: 02/01,Your Account Email PM8 WK:01/19 Send: 02/01,02/07/2014,02/27/2014,0,0,USD,1
40433,Your Account Email PM8 WK:01/26 Send: 02/08,Your Account Email PM8 WK:01/26 Send: 02/08,02/14/2014,03/06/2014,0,0,USD,1
40434,Your Account Email PM8 WK:02/02 Send: 02/15,Your Account Email PM8 WK:02/02 Send: 02/15,02/21/2014,03/13/2014,0,0,USD,1
40435,Your Account Email PM8 WK:02/09 Send: 02/22,Your Account Email PM8 WK:02/09 Send: 02/22,02/28/2014,03/20/2014,0,0,USD,1
40436,Your Account Email PM8 WK:02/16 Send: 03/01,Your Account Email PM8 WK:02/16 Send: 03/01,03/07/2014,03/27/2014,0,0,USD,1
40437,Your Account Email PM8 WK:02/23 Send: 03/08,Your Account Email PM8 WK:02/23 Send: 03/08,03/14/2014,04/03/2014,0,0,USD,1
40482,Feedback Email PM8 WK:12/29 Send: 01/22,Feedback Email PM8 WK:12/29 Send: 01/22,01/24/2014,02/06/2014,0,0,USD,1
40483,Feedback Email PM8 WK:01/05 Send: 01/29,Feedback Email PM8 WK:01/05 Send: 01/29,01/31/2014,02/13/2014,0,0,USD,1
40484,Feedback Email PM8 WK:01/12 Send: 02/05,Feedback Email PM8 WK:01/12 Send: 02/05,02/07/2014,02/20/2014,0,0,USD,1
40485,Feedback Email PM8 WK:01/19 Send: 02/12,Feedback Email PM8 WK:01/19 Send: 02/12,02/14/2014,02/27/2014,0,0,USD,1
40486,Feedback Email PM8 WK:01/26 Send: 02/19,Feedback Email PM8 WK:01/26 Send: 02/19,02/21/2014,03/06/2014,0,0,USD,1
40487,Feedback Email PM8 WK:02/02 Send: 02/26,Feedback Email PM8 WK:02/02 Send: 02/26,02/28/2014,03/13/2014,0,0,USD,1
40488,Feedback Email PM8 WK:02/09 Send: 03/05,Feedback Email PM8 WK:02/09 Send: 03/05,03/07/2014,03/20/2014,0,0,USD,1
40489,Feedback Email PM8 WK:02/16 Send: 03/12,Feedback Email PM8 WK:02/16 Send: 03/12,03/14/2014,03/27/2014,0,0,USD,1
40535,Welcome Pckge DLR Email PM8 WK:12/29 Send: 01/29,Welcome Pckge DLR Email PM8 WK:12/29 Send: 01/29,01/31/2014,02/06/2014,0,0,USD,1
40536,Welcome Pckge DLR Email PM8 WK:01/05 Send: 02/05,Welcome Pckge DLR Email PM8 WK:01/05 Send: 02/05,02/07/2014,02/13/2014,0,0,USD,1
40537,Welcome Pckge DLR Email PM8 WK:01/12 Send: 02/12,Welcome Pckge DLR Email PM8 WK:01/12 Send: 02/12,02/14/2014,02/20/2014,0,0,USD,1
40538,Welcome Pckge DLR Email PM8 WK:01/19 Send: 02/19,Welcome Pckge DLR Email PM8 WK:01/19 Send: 02/19,02/21/2014,02/27/2014,0,0,USD,1
40539,Welcome Pckge DLR Email PM8 WK:01/26 Send: 02/26,Welcome Pckge DLR Email PM8 WK:01/26 Send: 02/26,02/28/2014,03/06/2014,0,0,USD,1
40540,Welcome Pckge DLR Email PM8 WK:02/02 Send: 03/05,Welcome Pckge DLR Email PM8 WK:02/02 Send: 03/05,03/07/2014,03/13/2014,0,0,USD,1
40541,Welcome Pckge DLR Email PM8 WK:02/09 Send: 03/12,Welcome Pckge DLR Email PM8 WK:02/09 Send: 03/12,03/14/2014,03/20/2014,0,0,USD,1
40588,NCJFY Letter Mail PM8 WK:12/29 Send: 02/05,NCJFY Letter Mail PM8 WK:12/29 Send: 02/05,02/19/2014,03/13/2014,1,0,USD,1
40589,NCJFY Letter Mail PM8 WK:01/05 Send: 02/12,NCJFY Letter Mail PM8 WK:01/05 Send: 02/12,02/26/2014,03/20/2014,1,0,USD,1
40590,NCJFY Letter Mail PM8 WK:01/12 Send: 02/19,NCJFY Letter Mail PM8 WK:01/12 Send: 02/19,03/05/2014,03/27/2014,1,0,USD,1
40591,NCJFY Letter Mail PM8 WK:01/19 Send: 02/26,NCJFY Letter Mail PM8 WK:01/19 Send: 02/26,03/12/2014,04/03/2014,1,0,USD,1
40592,NCJFY Letter Mail PM8 WK:01/26 Send: 03/05,NCJFY Letter Mail PM8 WK:01/26 Send: 03/05,03/19/2014,04/10/2014,1,0,USD,1
40641,NCJFY DLR Email PM8 WK:12/29 Send: 02/24,NCJFY DLR Email PM8 WK:12/29 Send: 02/24,03/07/2014,03/13/2014,1,0,USD,1
40642,NCJFY DLR Email PM8 WK:01/05 Send: 03/03,NCJFY DLR Email PM8 WK:01/05 Send: 03/03,03/14/2014,03/20/2014,1,0,USD,1
40694,Convertalog WK:01/05 AH PM8  Send: 02/03,Convertalog WK:01/05 AH PM8  Send: 02/03,01/29/2014,02/27/2014,0,0,USD,1
40695,Convertalog WK:01/19 AH PM8  Send: 02/17,Convertalog WK:01/19 AH PM8  Send: 02/17,02/12/2014,03/13/2014,0,0,USD,1
40696,Convertalog WK:02/02 AH PM8  Send: 03/03,Convertalog WK:02/02 AH PM8  Send: 03/03,02/26/2014,03/27/2014,0,0,USD,1
40697,Convertalog WK:02/16 AH PM8  Send: 03/17,Convertalog WK:02/16 AH PM8  Send: 03/17,03/12/2014,04/10/2014,0,0,USD,1
40721,Convertalog WK:01/05 BL PM8  Send: 02/03,Convertalog WK:01/05 BL PM8  Send: 02/03,01/29/2014,02/27/2014,0,0,USD,1
40722,Convertalog WK:01/19 BL PM8  Send: 02/17,Convertalog WK:01/19 BL PM8  Send: 02/17,02/12/2014,03/13/2014,0,0,USD,1
40723,Convertalog WK:02/02 BL PM8  Send: 03/03,Convertalog WK:02/02 BL PM8  Send: 03/03,02/26/2014,03/27/2014,0,0,USD,1
40724,Convertalog WK:02/16 BL PM8  Send: 03/17,Convertalog WK:02/16 BL PM8  Send: 03/17,03/12/2014,04/10/2014,0,0,USD,1
40748,Convertalog WK:01/05 LT PM8  Send: 02/03,Convertalog WK:01/05 LT PM8  Send: 02/03,01/29/2014,02/27/2014,0,0,USD,1
40749,Convertalog WK:01/19 LT PM8  Send: 02/17,Convertalog WK:01/19 LT PM8  Send: 02/17,02/12/2014,03/13/2014,0,0,USD,1
40750,Convertalog WK:02/02 LT PM8  Send: 03/03,Convertalog WK:02/02 LT PM8  Send: 03/03,02/26/2014,03/27/2014,0,0,USD,1
40751,Convertalog WK:02/16 LT PM8  Send: 03/17,Convertalog WK:02/16 LT PM8  Send: 03/17,03/12/2014,04/10/2014,0,0,USD,1
40775,Convertalog WK:01/05 MT PM8  Send: 02/03,Convertalog WK:01/05 MT PM8  Send: 02/03,01/29/2014,02/27/2014,0,0,USD,1
40776,Convertalog WK:01/19 MT PM8  Send: 02/17,Convertalog WK:01/19 MT PM8  Send: 02/17,02/12/2014,03/13/2014,0,0,USD,1
40777,Convertalog WK:02/02 MT PM8  Send: 03/03,Convertalog WK:02/02 MT PM8  Send: 03/03,02/26/2014,03/27/2014,0,0,USD,1
40778,Convertalog WK:02/16 MT PM8  Send: 03/17,Convertalog WK:02/16 MT PM8  Send: 03/17,03/12/2014,04/10/2014,0,0,USD,1
40802,Convertalog WK:01/05 MH PM8  Send: 02/03,Convertalog WK:01/05 MH PM8  Send: 02/03,01/29/2014,02/27/2014,0,0,USD,1
40803,Convertalog WK:01/19 MH PM8  Send: 02/17,Convertalog WK:01/19 MH PM8  Send: 02/17,02/12/2014,03/13/2014,0,0,USD,1
40804,Convertalog WK:02/02 MH PM8  Send: 03/03,Convertalog WK:02/02 MH PM8  Send: 03/03,02/26/2014,03/27/2014,0,0,USD,1
40805,Convertalog WK:02/16 MH PM8  Send: 03/17,Convertalog WK:02/16 MH PM8  Send: 03/17,03/12/2014,04/10/2014,0,0,USD,1
40829,Convertalog WK:01/05 PH PM8  Send: 02/03,Convertalog WK:01/05 PH PM8  Send: 02/03,01/29/2014,02/27/2014,0,0,USD,1
40830,Convertalog WK:01/19 PH PM8  Send: 02/17,Convertalog WK:01/19 PH PM8  Send: 02/17,02/12/2014,03/13/2014,0,0,USD,1
40831,Convertalog WK:02/02 PH PM8  Send: 03/03,Convertalog WK:02/02 PH PM8  Send: 03/03,02/26/2014,03/27/2014,0,0,USD,1
40832,Convertalog WK:02/16 PH PM8  Send: 03/17,Convertalog WK:02/16 PH PM8  Send: 03/17,03/12/2014,04/10/2014,0,0,USD,1
40856,Convertalog WK:01/05 RL PM8  Send: 02/03,Convertalog WK:01/05 RL PM8  Send: 02/03,01/29/2014,02/27/2014,0,0,USD,1
40857,Convertalog WK:01/19 RL PM8  Send: 02/17,Convertalog WK:01/19 RL PM8  Send: 02/17,02/12/2014,03/13/2014,0,0,USD,1
40858,Convertalog WK:02/02 RL PM8  Send: 03/03,Convertalog WK:02/02 RL PM8  Send: 03/03,02/26/2014,03/27/2014,0,0,USD,1
40859,Convertalog WK:02/16 RL PM8  Send: 03/17,Convertalog WK:02/16 RL PM8  Send: 03/17,03/12/2014,04/10/2014,0,0,USD,1
40883,Convertalog WK:01/05 SC PM8  Send: 02/03,Convertalog WK:01/05 SC PM8  Send: 02/03,01/29/2014,02/27/2014,0,0,USD,1
40884,Convertalog WK:01/19 SC PM8  Send: 02/17,Convertalog WK:01/19 SC PM8  Send: 02/17,02/12/2014,03/13/2014,0,0,USD,1
40885,Convertalog WK:02/02 SC PM8  Send: 03/03,Convertalog WK:02/02 SC PM8  Send: 03/03,02/26/2014,03/27/2014,0,0,USD,1
40886,Convertalog WK:02/16 SC PM8  Send: 03/17,Convertalog WK:02/16 SC PM8  Send: 03/17,03/12/2014,04/10/2014,0,0,USD,1
40910,Convertalog WK:01/05 VA PM8  Send: 02/03,Convertalog WK:01/05 VA PM8  Send: 02/03,01/29/2014,02/27/2014,0,0,USD,1
40911,Convertalog WK:01/19 VA PM8  Send: 02/17,Convertalog WK:01/19 VA PM8  Send: 02/17,02/12/2014,03/13/2014,0,0,USD,1
40912,Convertalog WK:02/02 VA PM8  Send: 03/03,Convertalog WK:02/02 VA PM8  Send: 03/03,02/26/2014,03/27/2014,0,0,USD,1
40913,Convertalog WK:02/16 VA PM8  Send: 03/17,Convertalog WK:02/16 VA PM8  Send: 03/17,03/12/2014,04/10/2014,0,0,USD,1
40937,Convertalog WK:01/05 MC PM8  Send: 02/03,Convertalog WK:01/05 MC PM8  Send: 02/03,01/29/2014,02/27/2014,0,0,USD,1
40938,Convertalog WK:01/19 MC PM8  Send: 02/17,Convertalog WK:01/19 MC PM8  Send: 02/17,02/12/2014,03/13/2014,0,0,USD,1
40939,Convertalog WK:02/02 MC PM8  Send: 03/03,Convertalog WK:02/02 MC PM8  Send: 03/03,02/26/2014,03/27/2014,0,0,USD,1
40940,Convertalog WK:02/16 MC PM8  Send: 03/17,Convertalog WK:02/16 MC PM8  Send: 03/17,03/12/2014,04/10/2014,0,0,USD,1
40964,JanCatDLREmail20140102M36865 Active Control,JanCatDLREmail20140102M36865 Active Control,12/24/2013,01/02/2014,0,0,USD,1
40965,JanCatDLREmail20140102M36865 ActCvrTst,JanCatDLREmail20140102M36865 ActCvrTst,12/24/2013,01/02/2014,0,0,USD,1
40966,JanReactDLREmail20140102M36866 Swamp Control,JanReactDLREmail20140102M36866 Swamp Control,12/24/2013,01/02/2014,0,0,USD,1
40967,JanReactDLREmail20140102M36866 SwpOmniTst,JanReactDLREmail20140102M36866 SwpOmniTst,12/24/2013,01/02/2014,0,0,USD,1
40968,JanCatDLREmail20140102 International,JanCatDLREmail20140102 International,12/24/2013,01/02/2014,0,0,USD,1
40969,JanCatDLREmail20140102 Inquirers,JanCatDLREmail20140102 Inquirers,12/24/2013,01/02/2014,0,0,USD,1
40970,JanCatDLREmail20140102M36867 Canada,JanCatDLREmail20140102M36867 Canada,12/24/2013,01/02/2014,0,0,USD,1
40971,JanCatDLREmail20140102 PM5,JanCatDLREmail20140102 PM5,12/24/2013,01/02/2014,0,0,USD,1
40972,JanCatDLREmail20140102 PM8,JanCatDLREmail20140102 PM8,12/24/2013,01/02/2014,0,0,USD,1
40973,JanCatDLREmail20140102 Active NMR,JanCatDLREmail20140102 Active NMR,12/24/2013,01/02/2014,0,0,USD,1
40974,JanReactDLREmail20140102 Swamp NMR,JanReactDLREmail20140102 Swamp NMR,12/24/2013,01/02/2014,0,0,USD,1
40975,JANFEBEventsEmail20140103 Active Control,JANFEBEventsEmail20140103 Active Control,01/03/2014,01/18/2014,0,0,USD,1
40976,JANFEBEventsEmail20140103 PM5,JANFEBEventsEmail20140103 PM5,01/03/2014,01/18/2014,0,0,USD,1
40977,JANFEBEventsEmail20140103 PM8,JANFEBEventsEmail20140103 PM8,01/03/2014,01/18/2014,0,0,USD,1
40978,ResolutionsKickOffEmail20140104 Active Control,ResolutionsKickOffEmail20140104 Active Control,01/04/2014,01/31/2014,0,0,USD,1
40979,ResolutionsKickOffEmail20140104 Swamp Control,ResolutionsKickOffEmail20140104 Swamp Control,01/04/2014,01/31/2014,0,0,USD,1
40980,ResolutionsKickOffEmail20140104 International,ResolutionsKickOffEmail20140104 International,01/04/2014,01/31/2014,0,0,USD,1
40981,ResolutionsKickOffEmail20140104 Inquirers,ResolutionsKickOffEmail20140104 Inquirers,01/04/2014,01/31/2014,0,0,USD,1
40982,ResolutionsKickOffEmail20140104 Canada,ResolutionsKickOffEmail20140104 Canada,01/04/2014,01/31/2014,0,0,USD,1
40983,ResolutionsKickOffEmail20140104 PM5,ResolutionsKickOffEmail20140104 PM5,01/04/2014,01/31/2014,0,0,USD,1
40984,ResolutionsKickOffEmail20140104 PM8,ResolutionsKickOffEmail20140104 PM8,01/04/2014,01/31/2014,0,0,USD,1
40985,JANFreeClipsEmail20140107 Active Control,JANFreeClipsEmail20140107 Active Control,01/07/2014,01/31/2014,0,0,USD,1
40986,JANFreeClipsEmail20140107 Swamp Control,JANFreeClipsEmail20140107 Swamp Control,01/07/2014,01/31/2014,0,0,USD,1
40987,JANFreeClipsEmail20140107 International,JANFreeClipsEmail20140107 International,01/07/2014,01/31/2014,0,0,USD,1
40988,JANFreeClipsEmail20140107 Inquirers,JANFreeClipsEmail20140107 Inquirers,01/07/2014,01/31/2014,0,0,USD,1
40989,JANFreeClipsEmail20140107 Canada,JANFreeClipsEmail20140107 Canada,01/07/2014,01/31/2014,0,0,USD,1
40990,JANFreeClipsEmail20140107 PM5,JANFreeClipsEmail20140107 PM5,01/07/2014,01/31/2014,0,0,USD,1
40991,JANFreeClipsEmail20140107 PM8,JANFreeClipsEmail20140107 PM8,01/07/2014,01/31/2014,0,0,USD,1
40992,Social - [Facebook] #TED Talks,Social - [Facebook] #TED Talks,10/15/2013,12/31/2099,0,0,USD,1
40993,Social - [Facebook] #Lumosity,Social - [Facebook] #Lumosity,10/15/2013,12/31/2099,0,0,USD,1
40994,Social - [Facebook] #Big Think,Social - [Facebook] #Big Think,10/15/2013,12/31/2099,0,0,USD,1
40995,G.Brand - EOY Celebration,G.Brand - EOY Celebration,01/10/2011,01/10/2061,0,0,USD,1
40997,NCSC PM4--CTRL ST:12/30/13 ED: 01/12/14 BATCH 27,NCSC PM4--CTRL ST:12/30/13 ED: 01/12/14 BATCH 27,12/30/2013,01/31/2014,0,0,USD,1
41091,SOSW2 2014 TAIL Default Adcodes,SOSW2 2014 TAIL Default Adcodes,02/18/2014,03/20/2014,0,0,USD,1
41094,Wall Street Journal 2/17/2014; 3/6/2014 #1014,Wall Street Journal 2/17/2014; 3/6/2014 #1014,02/17/2014,03/06/2014,0,0,USD,1
41095,Wall Street Journal 2/24/2014; 3/13/2014 #2044,Wall Street Journal 2/24/2014; 3/13/2014 #2044,02/24/2014,03/13/2014,0,0,USD,1
41096,Wall Street Journal 3/3/2014; 3/20/2014 #8480,Wall Street Journal 3/3/2014; 3/20/2014 #8480,03/03/2014,03/20/2014,0,0,USD,1
41097,Wall Street Journal 3/10/2014; 3/27/2014 #1132,Wall Street Journal 3/10/2014; 3/27/2014 #1132,03/10/2014,03/27/2014,1,5,USD,1
41098,Wall Street Journal 3/17/2014; 4/3/2014 #5913,Wall Street Journal 3/17/2014; 4/3/2014 #5913,03/17/2014,04/03/2014,0,0,USD,1
41139,NYTBR 2/9/2014; 3/6/2014 #3870,NYTBR 2/9/2014; 3/6/2014 #3870,02/09/2014,03/06/2014,0,0,USD,1
41140,NYTBR 2/16/2014; 3/13/2014 #1132,NYTBR 2/16/2014; 3/13/2014 #1132,02/16/2014,03/13/2014,0,0,USD,1
41141,NYTBR 2/23/2014; 3/20/2014 #2241,NYTBR 2/23/2014; 3/20/2014 #2241,02/23/2014,03/20/2014,0,0,USD,1
41142,NYTBR 3/2/2014; 3/27/2014 #3000,NYTBR 3/2/2014; 3/27/2014 #3000,03/02/2014,03/27/2014,1,5,USD,1
41143,NYTBR 3/9/2014; 4/3/2014 #1884,NYTBR 3/9/2014; 4/3/2014 #1884,03/09/2014,04/03/2014,1,5,USD,1
41144,NYTBR 3/16/2014; 4/10/2014 #7250,NYTBR 3/16/2014; 4/10/2014 #7250,03/16/2014,04/10/2014,0,0,USD,1
41184,Economist 2/4/2014; 3/3/2014 #6577,Economist 2/4/2014; 3/3/2014 #6577,02/04/2014,03/03/2014,0,0,USD,1
41185,Economist 2/11/2014; 3/10/2014 #2201,Economist 2/11/2014; 3/10/2014 #2201,02/11/2014,03/10/2014,0,0,USD,1
41186,Economist 2/18/2014; 3/17/2014 #1965,Economist 2/18/2014; 3/17/2014 #1965,02/18/2014,03/17/2014,0,0,USD,1
41187,Economist 2/25/2014; 3/24/2014 #9344,Economist 2/25/2014; 3/24/2014 #9344,02/25/2014,03/24/2014,0,0,USD,1
41188,Economist 3/4/2014; 3/31/2014 #1132,Economist 3/4/2014; 3/31/2014 #1132,03/04/2014,03/31/2014,1,5,USD,1
41189,Economist 3/11/2014; 4/7/2014 #1750,Economist 3/11/2014; 4/7/2014 #1750,03/11/2014,04/07/2014,0,0,USD,1
41190,Economist 3/18/2014; 4/14/2014 #1986,Economist 3/18/2014; 4/14/2014 #1986,03/18/2014,04/14/2014,0,0,USD,1
41229,New York Times 2/24/2014; 3/13/2014 #3430,New York Times 2/24/2014; 3/13/2014 #3430,02/24/2014,03/13/2014,0,0,USD,1
41230,New York Times 3/10/2014; 3/27/2014 #8280,New York Times 3/10/2014; 3/27/2014 #8280,03/10/2014,03/27/2014,0,0,USD,1
41251,Discover 2/25/2014; 5/9/2014 #2368,Discover 2/25/2014; 5/9/2014 #2368,02/25/2014,05/09/2014,0,0,USD,1
41252,Discover 2/25/2014; 5/9/2014 #1012,Discover 2/25/2014; 5/9/2014 #1012,02/25/2014,05/09/2014,0,0,USD,1
41253,Discover 2/25/2014; 5/9/2014 #7901,Discover 2/25/2014; 5/9/2014 #7901,02/25/2014,05/09/2014,0,0,USD,1
41275,Scientific American 3/11/2014; 5/23/2014 #1280,Scientific American 3/11/2014; 5/23/2014 #1280,03/11/2014,05/23/2014,0,0,USD,1
41284,The Week 2/21/2014; 3/20/2014 #1540,The Week 2/21/2014; 3/20/2014 #1540,02/21/2014,03/20/2014,0,0,USD,1
41285,The Week 3/7/2014; 4/3/2014 #1950,The Week 3/7/2014; 4/3/2014 #1950,03/07/2014,04/03/2014,0,0,USD,1
41305,Smithsonian Magazine 3/10/2014; 5/22/2014 #6325,Smithsonian Magazine 3/10/2014; 5/22/2014 #6325,03/10/2014,05/22/2014,0,0,USD,1
41313,Weekly Standard 2/3/2014; 2/27/2014 #2201,Weekly Standard 2/3/2014; 2/27/2014 #2201,02/03/2014,02/27/2014,0,0,USD,1
41314,Weekly Standard 2/10/2014; 3/6/2014 #2332,Weekly Standard 2/10/2014; 3/6/2014 #2332,02/10/2014,03/06/2014,0,0,USD,1
41315,Weekly Standard 2/17/2014; 3/13/2014 #3630,Weekly Standard 2/17/2014; 3/13/2014 #3630,02/17/2014,03/13/2014,0,0,USD,1
41316,Weekly Standard 2/24/2014; 3/20/2014 #1997,Weekly Standard 2/24/2014; 3/20/2014 #1997,02/24/2014,03/20/2014,1,5,USD,1
41317,Weekly Standard 3/3/2014; 3/27/2014 #3931,Weekly Standard 3/3/2014; 3/27/2014 #3931,03/03/2014,03/27/2014,0,0,USD,1
41318,Weekly Standard 3/10/2014; 4/3/2014 #1423,Weekly Standard 3/10/2014; 4/3/2014 #1423,03/10/2014,04/03/2014,0,0,USD,1
41319,Weekly Standard 3/17/2014; 4/17/2014 #8220,Weekly Standard 3/17/2014; 4/17/2014 #8220,03/17/2014,04/17/2014,0,0,USD,1
41348,Science News 1/25/2014; 3/10/2014 #1846,Science News 1/25/2014; 3/10/2014 #1846,01/25/2014,03/10/2014,1,5,USD,1
41349,Science News 2/8/2014; 3/24/2014 #1580,Science News 2/8/2014; 3/24/2014 #1580,02/08/2014,03/24/2014,0,0,USD,1
41350,Science News 2/22/2014; 4/7/2014 #1956,Science News 2/22/2014; 4/7/2014 #1956,02/22/2014,04/07/2014,0,0,USD,1
41351,Science News 3/8/2014; 4/21/2014 #1750,Science News 3/8/2014; 4/21/2014 #1750,03/08/2014,04/21/2014,0,0,USD,1
41374,National Geographic 2/23/2014; 5/24/2014 #3890,National Geographic 2/23/2014; 5/24/2014 #3890,02/23/2014,05/24/2014,0,0,USD,1
41383,CSM 2/1/2014; 3/4/2014 #5955,CSM 2/1/2014; 3/4/2014 #5955,02/01/2014,03/04/2014,0,0,USD,1
41384,CSM 2/8/2014; 3/11/2014 #4253,CSM 2/8/2014; 3/11/2014 #4253,02/08/2014,03/11/2014,0,0,USD,1
41385,CSM 2/15/2014; 3/18/2014 #6577,CSM 2/15/2014; 3/18/2014 #6577,02/15/2014,03/18/2014,0,0,USD,1
41386,CSM 2/22/2014; 3/25/2014 #6102,CSM 2/22/2014; 3/25/2014 #6102,02/22/2014,03/25/2014,1,5,USD,1
41387,CSM 3/1/2014; 4/1/2014 #8280,CSM 3/1/2014; 4/1/2014 #8280,03/01/2014,04/01/2014,0,0,USD,1
41388,CSM 3/8/2014; 4/8/2014 #6410,CSM 3/8/2014; 4/8/2014 #6410,03/08/2014,04/08/2014,0,0,USD,1
41389,CSM 3/15/2014; 4/15/2014 #9331,CSM 3/15/2014; 4/15/2014 #9331,03/15/2014,04/15/2014,0,0,USD,1
41425,National Review 2/6/2014; 4/21/2014 #1651,National Review 2/6/2014; 4/21/2014 #1651,02/06/2014,04/21/2014,1,5,USD,1
41426,National Review 2/20/2014; 5/5/2014 #2133,National Review 2/20/2014; 5/5/2014 #2133,02/20/2014,05/05/2014,0,0,USD,1
41427,National Review 3/6/2014; 5/19/2014 #8922,National Review 3/6/2014; 5/19/2014 #8922,03/06/2014,05/19/2014,0,0,USD,1
41450,World Magazine 2/8/2014; 3/24/2014 #2044,World Magazine 2/8/2014; 3/24/2014 #2044,02/08/2014,03/24/2014,0,0,USD,1
41462,NYROB 2/13/2014; 4/21/2014 #7320,NYROB 2/13/2014; 4/21/2014 #7320,02/13/2014,04/21/2014,0,0,USD,1
